"sim","solar_system","claim_count","agg_loss","theta_scenario","theta_used"
7300,"Helionis Cluster",5753,25643459307.2596,"theta_1",1
7301,"Helionis Cluster",220,1042112389.9349,"theta_1",1
7302,"Helionis Cluster",4080,17576826733.2777,"theta_1",1
7303,"Helionis Cluster",569,2506882498.35566,"theta_1",1
7304,"Helionis Cluster",3019,13810653375.0612,"theta_1",1
7305,"Helionis Cluster",1850,7791547179.41032,"theta_1",1
7306,"Helionis Cluster",1713,7071707400.51994,"theta_1",1
7307,"Helionis Cluster",536,2382163991.04583,"theta_1",1
7308,"Helionis Cluster",1378,6046639030.78865,"theta_1",1
7309,"Helionis Cluster",1763,7416227763.10885,"theta_1",1
7310,"Helionis Cluster",5326,23485912149.119,"theta_1",1
7311,"Helionis Cluster",728,3024179045.23136,"theta_1",1
7312,"Helionis Cluster",3500,15444650454.8144,"theta_1",1
7313,"Helionis Cluster",961,4070743982.99984,"theta_1",1
7314,"Helionis Cluster",2826,12144837284.579,"theta_1",1
7315,"Helionis Cluster",3047,13102279646.1775,"theta_1",1
7316,"Helionis Cluster",1556,7063659635.99561,"theta_1",1
7317,"Helionis Cluster",1311,5752081466.56336,"theta_1",1
7318,"Helionis Cluster",1891,7982265849.17397,"theta_1",1
7319,"Helionis Cluster",1146,4940326387.05908,"theta_1",1
7320,"Helionis Cluster",208,802196598.002831,"theta_1",1
7321,"Helionis Cluster",1213,5072160939.83352,"theta_1",1
7322,"Helionis Cluster",147,540867486.893035,"theta_1",1
7323,"Helionis Cluster",9107,39651012755.8285,"theta_1",1
7324,"Helionis Cluster",120,543746735.431094,"theta_1",1
7325,"Helionis Cluster",710,2974701888.54375,"theta_1",1
7326,"Helionis Cluster",3272,14517116101.1316,"theta_1",1
7327,"Helionis Cluster",1069,4852358165.67629,"theta_1",1
7328,"Helionis Cluster",1372,5635945568.32449,"theta_1",1
7329,"Helionis Cluster",4004,18314092016.1801,"theta_1",1
7330,"Helionis Cluster",1706,7728196878.94851,"theta_1",1
7331,"Helionis Cluster",215,827586882.795473,"theta_1",1
7332,"Helionis Cluster",790,3230071776.24005,"theta_1",1
7333,"Helionis Cluster",972,4173381126.72275,"theta_1",1
7334,"Helionis Cluster",2885,12651463958.4697,"theta_1",1
7335,"Helionis Cluster",589,2270174468.46727,"theta_1",1
7336,"Helionis Cluster",904,4057765005.76692,"theta_1",1
7337,"Helionis Cluster",1123,5364566275.90968,"theta_1",1
7338,"Helionis Cluster",659,2783268724.42432,"theta_1",1
7339,"Helionis Cluster",5505,23265392838.6413,"theta_1",1
7340,"Helionis Cluster",2931,13033853569.7744,"theta_1",1
7341,"Helionis Cluster",1388,6147310641.68605,"theta_1",1
7342,"Helionis Cluster",1201,5647746880.32274,"theta_1",1
7343,"Helionis Cluster",5942,26816944897.6785,"theta_1",1
7344,"Helionis Cluster",10305,44867950389.0341,"theta_1",1
7345,"Helionis Cluster",53,260331860.600316,"theta_1",1
7346,"Helionis Cluster",1208,5190664984.44761,"theta_1",1
7347,"Helionis Cluster",1149,5358961880.94122,"theta_1",1
7348,"Helionis Cluster",6231,26594288585.495,"theta_1",1
7349,"Helionis Cluster",1436,6330673899.98191,"theta_1",1
7350,"Helionis Cluster",1824,7595895028.80993,"theta_1",1
7351,"Helionis Cluster",4936,21415147633.4241,"theta_1",1
7352,"Helionis Cluster",2130,8905109034.3206,"theta_1",1
7353,"Helionis Cluster",323,1525486911.05744,"theta_1",1
7354,"Helionis Cluster",251,1015923726.13369,"theta_1",1
7355,"Helionis Cluster",2799,11909536244.9111,"theta_1",1
7356,"Helionis Cluster",10156,43895774821.8403,"theta_1",1
7357,"Helionis Cluster",3632,16174456218.6427,"theta_1",1
7358,"Helionis Cluster",635,2864420521.58734,"theta_1",1
7359,"Helionis Cluster",134,683372930.332034,"theta_1",1
7360,"Helionis Cluster",334,1500390086.29818,"theta_1",1
7361,"Helionis Cluster",876,4052824053.81001,"theta_1",1
7362,"Helionis Cluster",5081,21677009032.277,"theta_1",1
7363,"Helionis Cluster",3181,14387064205.3089,"theta_1",1
7364,"Helionis Cluster",1126,4962608023.17777,"theta_1",1
7365,"Helionis Cluster",659,2627791218.28568,"theta_1",1
7366,"Helionis Cluster",568,2204099658.74678,"theta_1",1
7367,"Helionis Cluster",3184,14169007084.2973,"theta_1",1
7368,"Helionis Cluster",5181,22340665484.5184,"theta_1",1
7369,"Helionis Cluster",1611,6508446545.7803,"theta_1",1
7370,"Helionis Cluster",1277,5698207654.65569,"theta_1",1
7371,"Helionis Cluster",76,308333261.416976,"theta_1",1
7372,"Helionis Cluster",3897,18204880778.1384,"theta_1",1
7373,"Helionis Cluster",3452,15616076124.6356,"theta_1",1
7374,"Helionis Cluster",2865,12202963955.7992,"theta_1",1
7375,"Helionis Cluster",2728,11606642212.4945,"theta_1",1
7376,"Helionis Cluster",380,1712626391.29912,"theta_1",1
7377,"Helionis Cluster",895,3777688973.79994,"theta_1",1
7378,"Helionis Cluster",1574,7360788535.62697,"theta_1",1
7379,"Helionis Cluster",1166,4795264260.3269,"theta_1",1
7380,"Helionis Cluster",715,2972056098.04032,"theta_1",1
7381,"Helionis Cluster",2485,10001728075.5086,"theta_1",1
7382,"Helionis Cluster",361,1512892282.88953,"theta_1",1
7383,"Helionis Cluster",35,160549288.41882,"theta_1",1
7384,"Helionis Cluster",206,765970700.999001,"theta_1",1
7385,"Helionis Cluster",522,2499081091.64396,"theta_1",1
7386,"Helionis Cluster",74,285463412.835031,"theta_1",1
7387,"Helionis Cluster",3225,14115582353.2274,"theta_1",1
7388,"Helionis Cluster",679,3027022284.60311,"theta_1",1
7389,"Helionis Cluster",362,1423296409.33181,"theta_1",1
7390,"Helionis Cluster",166,736009061.338687,"theta_1",1
7391,"Helionis Cluster",4095,17859969697.2063,"theta_1",1
7392,"Helionis Cluster",1682,7105773469.89373,"theta_1",1
7393,"Helionis Cluster",2835,12475457764.3734,"theta_1",1
7394,"Helionis Cluster",741,3924366497.2747,"theta_1",1
7395,"Helionis Cluster",2180,9918913178.35325,"theta_1",1
7396,"Helionis Cluster",512,2172666231.08087,"theta_1",1
7397,"Helionis Cluster",1092,5157556898.16377,"theta_1",1
7398,"Helionis Cluster",2209,10133372821.3571,"theta_1",1
7399,"Helionis Cluster",168,793448640.832712,"theta_1",1
7400,"Helionis Cluster",68,289271037.434583,"theta_1",1
7401,"Helionis Cluster",773,3743543133.12091,"theta_1",1
7402,"Helionis Cluster",5249,21466893344.9458,"theta_1",1
7403,"Helionis Cluster",3042,13978464853.6788,"theta_1",1
7404,"Helionis Cluster",307,1633494193.22295,"theta_1",1
7405,"Helionis Cluster",908,3959736420.94705,"theta_1",1
7406,"Helionis Cluster",1091,4764681303.99819,"theta_1",1
7407,"Helionis Cluster",6364,27945408636.3229,"theta_1",1
7408,"Helionis Cluster",2307,10379118128.2618,"theta_1",1
7409,"Helionis Cluster",595,2412231690.96314,"theta_1",1
7410,"Helionis Cluster",3094,13480019927.9346,"theta_1",1
7411,"Helionis Cluster",2906,13022611162.5337,"theta_1",1
7412,"Helionis Cluster",806,3289482880.37429,"theta_1",1
7413,"Helionis Cluster",2002,9769405560.31184,"theta_1",1
7414,"Helionis Cluster",1139,5037299340.47992,"theta_1",1
7415,"Helionis Cluster",1033,4618093755.51419,"theta_1",1
7416,"Helionis Cluster",1073,4594918903.03895,"theta_1",1
7417,"Helionis Cluster",187,790435246.98222,"theta_1",1
7418,"Helionis Cluster",980,3951361973.9292,"theta_1",1
7419,"Helionis Cluster",1657,7527385317.15805,"theta_1",1
7420,"Helionis Cluster",3101,13985006098.0087,"theta_1",1
7421,"Helionis Cluster",1456,6765110536.09198,"theta_1",1
7422,"Helionis Cluster",4512,20353952559.7402,"theta_1",1
7423,"Helionis Cluster",1142,4849941492.1221,"theta_1",1
7424,"Helionis Cluster",1154,6227447896.29092,"theta_1",1
7425,"Helionis Cluster",8668,38730822903.1215,"theta_1",1
7426,"Helionis Cluster",115,596742104.283009,"theta_1",1
7427,"Helionis Cluster",9900,43871596194.8467,"theta_1",1
7428,"Helionis Cluster",554,2481078985.78903,"theta_1",1
7429,"Helionis Cluster",242,1089689211.05119,"theta_1",1
7430,"Helionis Cluster",6332,26946449594.9009,"theta_1",1
7431,"Helionis Cluster",1509,6933082397.18816,"theta_1",1
7432,"Helionis Cluster",5157,23117208238.74,"theta_1",1
7433,"Helionis Cluster",238,926672478.198492,"theta_1",1
7434,"Helionis Cluster",2169,9226397536.42605,"theta_1",1
7435,"Helionis Cluster",1137,5390416763.62951,"theta_1",1
7436,"Helionis Cluster",854,3817287565.75815,"theta_1",1
7437,"Helionis Cluster",454,1951770459.14991,"theta_1",1
7438,"Helionis Cluster",448,1821588041.09802,"theta_1",1
7439,"Helionis Cluster",2501,11071606423.6462,"theta_1",1
7440,"Helionis Cluster",2019,8618727983.68112,"theta_1",1
7441,"Helionis Cluster",7241,30978624338.3372,"theta_1",1
7442,"Helionis Cluster",6067,27294908049.8491,"theta_1",1
7443,"Helionis Cluster",300,1295458215.08578,"theta_1",1
7444,"Helionis Cluster",299,1325648606.88958,"theta_1",1
7445,"Helionis Cluster",361,1349933849.83212,"theta_1",1
7446,"Helionis Cluster",1397,6598454095.14345,"theta_1",1
7447,"Helionis Cluster",1068,4729002604.73059,"theta_1",1
7448,"Helionis Cluster",962,4045779403.39368,"theta_1",1
7449,"Helionis Cluster",648,3053967749.25738,"theta_1",1
7450,"Helionis Cluster",1172,5029993856.5658,"theta_1",1
7451,"Helionis Cluster",3059,14125372567.8636,"theta_1",1
7452,"Helionis Cluster",127,486214429.495932,"theta_1",1
7453,"Helionis Cluster",463,2029538353.83552,"theta_1",1
7454,"Helionis Cluster",1706,7392012119.86939,"theta_1",1
7455,"Helionis Cluster",21,78597791.7372159,"theta_1",1
7456,"Helionis Cluster",146,549563271.110473,"theta_1",1
7457,"Helionis Cluster",3432,15234071017.3698,"theta_1",1
7458,"Helionis Cluster",6258,27372035374.8048,"theta_1",1
7459,"Helionis Cluster",1090,5018545708.92532,"theta_1",1
7460,"Helionis Cluster",82,301216447.401267,"theta_1",1
7461,"Helionis Cluster",945,4279463884.4279,"theta_1",1
7462,"Helionis Cluster",652,2786253033.53742,"theta_1",1
7463,"Helionis Cluster",319,1471682327.40949,"theta_1",1
7464,"Helionis Cluster",3029,13445328657.4588,"theta_1",1
7465,"Helionis Cluster",695,3141118490.72648,"theta_1",1
7466,"Helionis Cluster",85,257851476.60332,"theta_1",1
7467,"Helionis Cluster",2875,12978632468.1546,"theta_1",1
7468,"Helionis Cluster",4179,18566169592.1928,"theta_1",1
7469,"Helionis Cluster",1549,6919074998.93707,"theta_1",1
7470,"Helionis Cluster",2628,11334924122.7946,"theta_1",1
7471,"Helionis Cluster",478,2665149206.50213,"theta_1",1
7472,"Helionis Cluster",1901,8106299295.95914,"theta_1",1
7473,"Helionis Cluster",4334,19262381483.5755,"theta_1",1
7474,"Helionis Cluster",1952,8433945451.59688,"theta_1",1
7475,"Helionis Cluster",473,2225520359.0138,"theta_1",1
7476,"Helionis Cluster",8031,35211228689.7514,"theta_1",1
7477,"Helionis Cluster",3242,14330489656.551,"theta_1",1
7478,"Helionis Cluster",4270,18696330762.6513,"theta_1",1
7479,"Helionis Cluster",1094,4741841657.63462,"theta_1",1
7480,"Helionis Cluster",122,580848497.873194,"theta_1",1
7481,"Helionis Cluster",2709,13059376229.5857,"theta_1",1
7482,"Helionis Cluster",843,4223740022.13943,"theta_1",1
7483,"Helionis Cluster",716,3528853515.26061,"theta_1",1
7484,"Helionis Cluster",582,2604749039.52868,"theta_1",1
7485,"Helionis Cluster",3223,13980355361.0742,"theta_1",1
7486,"Helionis Cluster",901,4138481738.03653,"theta_1",1
7487,"Helionis Cluster",153,699380389.576666,"theta_1",1
7488,"Helionis Cluster",1335,5942723733.86104,"theta_1",1
7489,"Helionis Cluster",236,1016210000.04502,"theta_1",1
7490,"Helionis Cluster",176,1202662822.25027,"theta_1",1
7491,"Helionis Cluster",1364,6023706306.35778,"theta_1",1
7492,"Helionis Cluster",2442,11097507761.5238,"theta_1",1
7493,"Helionis Cluster",1323,5661423528.88006,"theta_1",1
7494,"Helionis Cluster",2624,10958335456.8257,"theta_1",1
7495,"Helionis Cluster",1416,5999936093.51732,"theta_1",1
7496,"Helionis Cluster",558,2331009594.73645,"theta_1",1
7497,"Helionis Cluster",119,498554536.889152,"theta_1",1
7498,"Helionis Cluster",399,1859743841.64744,"theta_1",1
7499,"Helionis Cluster",7,23963900.0409603,"theta_1",1
7500,"Helionis Cluster",3172,14443387828.7824,"theta_1",1
7501,"Helionis Cluster",303,1244914880.93631,"theta_1",1
7502,"Helionis Cluster",3110,13849409440.8992,"theta_1",1
7503,"Helionis Cluster",1322,5273254117.41201,"theta_1",1
7504,"Helionis Cluster",944,3925312261.72094,"theta_1",1
7505,"Helionis Cluster",1014,4618555576.92954,"theta_1",1
7506,"Helionis Cluster",802,3763179784.99885,"theta_1",1
7507,"Helionis Cluster",1571,7034388667.97207,"theta_1",1
7508,"Helionis Cluster",7434,32786257716.5584,"theta_1",1
7509,"Helionis Cluster",1044,4389644210.85202,"theta_1",1
7510,"Helionis Cluster",612,2867384977.89743,"theta_1",1
7511,"Helionis Cluster",1278,5613446949.21904,"theta_1",1
7512,"Helionis Cluster",1286,5346955950.60916,"theta_1",1
7513,"Helionis Cluster",1183,4930742336.24806,"theta_1",1
7514,"Helionis Cluster",3310,14897561566.3763,"theta_1",1
7515,"Helionis Cluster",711,3205210058.44618,"theta_1",1
7516,"Helionis Cluster",1229,5344629913.66467,"theta_1",1
7517,"Helionis Cluster",144,628204595.129848,"theta_1",1
7518,"Helionis Cluster",2277,9779747348.49104,"theta_1",1
7519,"Helionis Cluster",1702,7396368178.24484,"theta_1",1
7520,"Helionis Cluster",1530,7023142456.7561,"theta_1",1
7521,"Helionis Cluster",1305,6301259776.77644,"theta_1",1
7522,"Helionis Cluster",4650,19308541905.1173,"theta_1",1
7523,"Helionis Cluster",1490,6114031204.0146,"theta_1",1
7524,"Helionis Cluster",2834,12428167330.7982,"theta_1",1
7525,"Helionis Cluster",2255,9641717340.10191,"theta_1",1
7526,"Helionis Cluster",440,1872653979.68547,"theta_1",1
7527,"Helionis Cluster",1145,4998402119.4405,"theta_1",1
7528,"Helionis Cluster",1351,5661559419.51148,"theta_1",1
7529,"Helionis Cluster",2308,10279990181.1808,"theta_1",1
7530,"Helionis Cluster",1098,4764183256.85656,"theta_1",1
7531,"Helionis Cluster",359,1346962106.19143,"theta_1",1
7532,"Helionis Cluster",1402,6413824655.94107,"theta_1",1
7533,"Helionis Cluster",2584,11575379076.1307,"theta_1",1
7534,"Helionis Cluster",103,478716030.249549,"theta_1",1
7535,"Helionis Cluster",2211,9385282842.27055,"theta_1",1
7536,"Helionis Cluster",6160,26804648308.0613,"theta_1",1
7537,"Helionis Cluster",3872,17137448719.1243,"theta_1",1
7538,"Helionis Cluster",602,2506663942.2528,"theta_1",1
7539,"Helionis Cluster",245,954716491.56287,"theta_1",1
7540,"Helionis Cluster",69,469044286.774678,"theta_1",1
7541,"Helionis Cluster",907,3944922837.80038,"theta_1",1
7542,"Helionis Cluster",3923,17738772337.123,"theta_1",1
7543,"Helionis Cluster",579,2618045073.85158,"theta_1",1
7544,"Helionis Cluster",5488,23685799584.4763,"theta_1",1
7545,"Helionis Cluster",416,2299074058.70673,"theta_1",1
7546,"Helionis Cluster",2763,11769650687.9841,"theta_1",1
7547,"Helionis Cluster",1146,4847806125.95201,"theta_1",1
7548,"Helionis Cluster",766,3502857742.90836,"theta_1",1
7549,"Helionis Cluster",2739,11000631203.4954,"theta_1",1
7550,"Helionis Cluster",5826,24873435649.8154,"theta_1",1
7551,"Helionis Cluster",371,1741515662.53927,"theta_1",1
7552,"Helionis Cluster",729,3361415161.87282,"theta_1",1
7553,"Helionis Cluster",2152,8676717858.33709,"theta_1",1
7554,"Helionis Cluster",31,163217866.578995,"theta_1",1
7555,"Helionis Cluster",3584,15156838762.1803,"theta_1",1
7556,"Helionis Cluster",3695,16201247316.6859,"theta_1",1
7557,"Helionis Cluster",6995,30364210113.5993,"theta_1",1
7558,"Helionis Cluster",410,1742008669.41404,"theta_1",1
7559,"Helionis Cluster",226,979315961.437652,"theta_1",1
7560,"Helionis Cluster",297,1139597821.81177,"theta_1",1
7561,"Helionis Cluster",8961,38664785198.4884,"theta_1",1
7562,"Helionis Cluster",8535,36496574001.6268,"theta_1",1
7563,"Helionis Cluster",3867,16874600363.9144,"theta_1",1
7564,"Helionis Cluster",1251,5555234497.6347,"theta_1",1
7565,"Helionis Cluster",1309,5581009836.67696,"theta_1",1
7566,"Helionis Cluster",37,105422244.965172,"theta_1",1
7567,"Helionis Cluster",1392,5915205595.85051,"theta_1",1
7568,"Helionis Cluster",2376,11017534639.3633,"theta_1",1
7569,"Helionis Cluster",8,42879834.298614,"theta_1",1
7570,"Helionis Cluster",2250,10307387002.0855,"theta_1",1
7571,"Helionis Cluster",113,453982874.963699,"theta_1",1
7572,"Helionis Cluster",1623,6905487774.56065,"theta_1",1
7573,"Helionis Cluster",381,1672661591.44699,"theta_1",1
7574,"Helionis Cluster",2401,10670984918.5153,"theta_1",1
7575,"Helionis Cluster",696,2956052639.71302,"theta_1",1
7576,"Helionis Cluster",2221,9626611307.80626,"theta_1",1
7577,"Helionis Cluster",374,1787286281.79683,"theta_1",1
7578,"Helionis Cluster",46,243507888.506689,"theta_1",1
7579,"Helionis Cluster",3115,13294476469.249,"theta_1",1
7580,"Helionis Cluster",1115,4731235881.55502,"theta_1",1
7581,"Helionis Cluster",1156,5865513716.70008,"theta_1",1
7582,"Helionis Cluster",209,895511432.21953,"theta_1",1
7583,"Helionis Cluster",1887,8105342520.18155,"theta_1",1
7584,"Helionis Cluster",1651,7449360157.20871,"theta_1",1
7585,"Helionis Cluster",1148,4897153799.37325,"theta_1",1
7586,"Helionis Cluster",385,1577488114.07917,"theta_1",1
7587,"Helionis Cluster",3277,14101364415.1417,"theta_1",1
7588,"Helionis Cluster",208,1024217190.13627,"theta_1",1
7589,"Helionis Cluster",620,2768370370.60904,"theta_1",1
7590,"Helionis Cluster",1418,5850582111.05276,"theta_1",1
7591,"Helionis Cluster",580,2494176755.32813,"theta_1",1
7592,"Helionis Cluster",3199,14297247289.234,"theta_1",1
7593,"Helionis Cluster",1614,7052587949.27349,"theta_1",1
7594,"Helionis Cluster",2014,8278686398.42505,"theta_1",1
7595,"Helionis Cluster",5457,23717701410.2172,"theta_1",1
7596,"Helionis Cluster",3021,13128428248.7746,"theta_1",1
7597,"Helionis Cluster",629,3042169651.5404,"theta_1",1
7598,"Helionis Cluster",2193,9862440453.1311,"theta_1",1
7599,"Helionis Cluster",3355,14684353450.4883,"theta_1",1
7600,"Helionis Cluster",258,1151889339.12783,"theta_1",1
7601,"Helionis Cluster",2361,10527457938.2499,"theta_1",1
7602,"Helionis Cluster",414,1943019765.90828,"theta_1",1
7603,"Helionis Cluster",3074,12937482603.7848,"theta_1",1
7604,"Helionis Cluster",2177,9491455803.25413,"theta_1",1
7605,"Helionis Cluster",6766,29960353063.1313,"theta_1",1
7606,"Helionis Cluster",2144,9830350132.70899,"theta_1",1
7607,"Helionis Cluster",4892,21452607685.8281,"theta_1",1
7608,"Helionis Cluster",2882,13040745776.5716,"theta_1",1
7609,"Helionis Cluster",4448,19526950936.6656,"theta_1",1
7610,"Helionis Cluster",5546,24644182099.0506,"theta_1",1
7611,"Helionis Cluster",777,3459127595.81094,"theta_1",1
7612,"Helionis Cluster",885,3947811626.67023,"theta_1",1
7613,"Helionis Cluster",1789,8001059219.87761,"theta_1",1
7614,"Helionis Cluster",6202,26815761173.6868,"theta_1",1
7615,"Helionis Cluster",3717,16807779804.4885,"theta_1",1
7616,"Helionis Cluster",2192,9104317288.06391,"theta_1",1
7617,"Helionis Cluster",1120,5004838148.93967,"theta_1",1
7618,"Helionis Cluster",1054,4257348598.26861,"theta_1",1
7619,"Helionis Cluster",201,679738856.661564,"theta_1",1
7620,"Helionis Cluster",235,982639017.292331,"theta_1",1
7621,"Helionis Cluster",339,1465277351.35926,"theta_1",1
7622,"Helionis Cluster",600,2574757274.05971,"theta_1",1
7623,"Helionis Cluster",2468,10572489018.5804,"theta_1",1
7624,"Helionis Cluster",2851,12521596082.2784,"theta_1",1
7625,"Helionis Cluster",977,4318405622.32065,"theta_1",1
7626,"Helionis Cluster",902,4052574008.35809,"theta_1",1
7627,"Helionis Cluster",181,821081127.349015,"theta_1",1
7628,"Helionis Cluster",1554,7233521815.12705,"theta_1",1
7629,"Helionis Cluster",613,2677983035.56625,"theta_1",1
7630,"Helionis Cluster",334,1409905151.3125,"theta_1",1
7631,"Helionis Cluster",3764,16585491152.643,"theta_1",1
7632,"Helionis Cluster",2645,11665582287.1223,"theta_1",1
7633,"Helionis Cluster",3472,15024934431.9026,"theta_1",1
7634,"Helionis Cluster",405,2179964930.23251,"theta_1",1
7635,"Helionis Cluster",6290,27797523939.871,"theta_1",1
7636,"Helionis Cluster",4715,20067402051.8079,"theta_1",1
7637,"Helionis Cluster",3291,14105731666.6981,"theta_1",1
7638,"Helionis Cluster",8049,34350477345.4887,"theta_1",1
7639,"Helionis Cluster",1771,7487367205.25852,"theta_1",1
7640,"Helionis Cluster",590,2701509670.79849,"theta_1",1
7641,"Helionis Cluster",1856,8070140661.76678,"theta_1",1
7642,"Helionis Cluster",6284,27307210923.8281,"theta_1",1
7643,"Helionis Cluster",435,2128835527.61457,"theta_1",1
7644,"Helionis Cluster",5017,22202166747.9747,"theta_1",1
7645,"Helionis Cluster",1695,6911693125.38611,"theta_1",1
7646,"Helionis Cluster",448,1840641710.89897,"theta_1",1
7647,"Helionis Cluster",1578,6958551621.60296,"theta_1",1
7648,"Helionis Cluster",5286,21966035897.7946,"theta_1",1
7649,"Helionis Cluster",585,2837028783.87431,"theta_1",1
7650,"Helionis Cluster",2813,12790710498.5949,"theta_1",1
7651,"Helionis Cluster",782,3345065883.87199,"theta_1",1
7652,"Helionis Cluster",994,4219103885.02174,"theta_1",1
7653,"Helionis Cluster",2211,9502487041.88666,"theta_1",1
7654,"Helionis Cluster",4903,21330019197.2549,"theta_1",1
7655,"Helionis Cluster",769,3100339666.40823,"theta_1",1
7656,"Helionis Cluster",536,2269006099.42475,"theta_1",1
7657,"Helionis Cluster",809,3220742141.82443,"theta_1",1
7658,"Helionis Cluster",4041,17343175306.4721,"theta_1",1
7659,"Helionis Cluster",1519,6698721427.88718,"theta_1",1
7660,"Helionis Cluster",4555,18931765461.2605,"theta_1",1
7661,"Helionis Cluster",1507,6683505213.18815,"theta_1",1
7662,"Helionis Cluster",1287,5615438107.35975,"theta_1",1
7663,"Helionis Cluster",843,3503845957.84094,"theta_1",1
7664,"Helionis Cluster",4555,19873418976.1715,"theta_1",1
7665,"Helionis Cluster",2193,9394050599.64052,"theta_1",1
7666,"Helionis Cluster",1288,6092080352.693,"theta_1",1
7667,"Helionis Cluster",629,2450378062.56793,"theta_1",1
7668,"Helionis Cluster",439,1745595506.8734,"theta_1",1
7669,"Helionis Cluster",584,2863437364.60643,"theta_1",1
7670,"Helionis Cluster",988,4255512185.27468,"theta_1",1
7671,"Helionis Cluster",4225,17878365990.4577,"theta_1",1
7672,"Helionis Cluster",1341,5749668018.16261,"theta_1",1
7673,"Helionis Cluster",5354,22966903575.3841,"theta_1",1
7674,"Helionis Cluster",3453,15293206459.079,"theta_1",1
7675,"Helionis Cluster",2283,9971391830.0294,"theta_1",1
7676,"Helionis Cluster",2305,10539129917.3971,"theta_1",1
7677,"Helionis Cluster",250,1174820793.68619,"theta_1",1
7678,"Helionis Cluster",2999,12785974944.7488,"theta_1",1
7679,"Helionis Cluster",2405,10718646166.7948,"theta_1",1
7680,"Helionis Cluster",9186,40372730086.8822,"theta_1",1
7681,"Helionis Cluster",2562,11449068066.025,"theta_1",1
7682,"Helionis Cluster",1118,5212419958.96791,"theta_1",1
7683,"Helionis Cluster",806,3501100553.62243,"theta_1",1
7684,"Helionis Cluster",1521,6063943297.6319,"theta_1",1
7685,"Helionis Cluster",1818,7820957284.95241,"theta_1",1
7686,"Helionis Cluster",1234,5003409808.56482,"theta_1",1
7687,"Helionis Cluster",1850,8350432944.88571,"theta_1",1
7688,"Helionis Cluster",1411,6581877817.90434,"theta_1",1
7689,"Helionis Cluster",2026,8747143111.50183,"theta_1",1
7690,"Helionis Cluster",2745,12138485935.4487,"theta_1",1
7691,"Helionis Cluster",2376,10720701352.7356,"theta_1",1
7692,"Helionis Cluster",221,830590805.736604,"theta_1",1
7693,"Helionis Cluster",565,2282881390.91665,"theta_1",1
7694,"Helionis Cluster",8656,35767997547.8344,"theta_1",1
7695,"Helionis Cluster",8445,36470513474.0293,"theta_1",1
7696,"Helionis Cluster",4520,20311066615.1294,"theta_1",1
7697,"Helionis Cluster",2091,8760323393.85954,"theta_1",1
7698,"Helionis Cluster",2141,10407268195.4075,"theta_1",1
7699,"Helionis Cluster",172,733381578.385723,"theta_1",1
7700,"Helionis Cluster",3050,13223219005.7039,"theta_1",1
7701,"Helionis Cluster",7543,32717634276.9035,"theta_1",1
7702,"Helionis Cluster",1009,4239458854.62972,"theta_1",1
7703,"Helionis Cluster",117,462687793.286986,"theta_1",1
7704,"Helionis Cluster",6146,27395531177.7766,"theta_1",1
7705,"Helionis Cluster",27,119135281.153721,"theta_1",1
7706,"Helionis Cluster",1310,5232842550.75611,"theta_1",1
7707,"Helionis Cluster",1430,5795523131.59865,"theta_1",1
7708,"Helionis Cluster",1062,4630074250.94741,"theta_1",1
7709,"Helionis Cluster",396,1558401334.51047,"theta_1",1
7710,"Helionis Cluster",2258,10166588784.2731,"theta_1",1
7711,"Helionis Cluster",2758,11914303313.952,"theta_1",1
7712,"Helionis Cluster",1483,6613166269.29156,"theta_1",1
7713,"Helionis Cluster",456,1872091760.97672,"theta_1",1
7714,"Helionis Cluster",1766,7220187403.86523,"theta_1",1
7715,"Helionis Cluster",5120,22419568777.2713,"theta_1",1
7716,"Helionis Cluster",350,1395258171.83473,"theta_1",1
7717,"Helionis Cluster",1089,4607673690.86303,"theta_1",1
7718,"Helionis Cluster",1320,5874742688.76425,"theta_1",1
7719,"Helionis Cluster",5528,24731074290.1868,"theta_1",1
7720,"Helionis Cluster",1988,9136869186.2734,"theta_1",1
7721,"Helionis Cluster",1383,6224004608.17069,"theta_1",1
7722,"Helionis Cluster",5062,22845347489.0003,"theta_1",1
7723,"Helionis Cluster",396,1624971409.13706,"theta_1",1
7724,"Helionis Cluster",2450,10620608251.186,"theta_1",1
7725,"Helionis Cluster",1851,8055514701.8286,"theta_1",1
7726,"Helionis Cluster",1649,7649702637.71282,"theta_1",1
7727,"Helionis Cluster",5140,23080178139.5003,"theta_1",1
7728,"Helionis Cluster",1882,8825252908.69471,"theta_1",1
7729,"Helionis Cluster",1488,6256732544.30951,"theta_1",1
7730,"Helionis Cluster",5129,22821624708.8132,"theta_1",1
7731,"Helionis Cluster",8587,36346202404.5893,"theta_1",1
7732,"Helionis Cluster",731,3029460453.44584,"theta_1",1
7733,"Helionis Cluster",1013,4322494975.98668,"theta_1",1
7734,"Helionis Cluster",4165,18454710181.2615,"theta_1",1
7735,"Helionis Cluster",72,344749920.820809,"theta_1",1
7736,"Helionis Cluster",680,2804662058.92924,"theta_1",1
7737,"Helionis Cluster",1463,6450110299.68948,"theta_1",1
7738,"Helionis Cluster",2183,9828033579.46645,"theta_1",1
7739,"Helionis Cluster",703,2848444179.68057,"theta_1",1
7740,"Helionis Cluster",1645,7695962736.74827,"theta_1",1
7741,"Helionis Cluster",3196,13992417789.6921,"theta_1",1
7742,"Helionis Cluster",2838,12529769568.9705,"theta_1",1
