"sim","equipment_type","agg_loss","claim_count"
5978,"FexStram Carrier",3850257.37,52
5978,"Flux Rider",46777493.25,585
5978,"Graviton Extractor",6853871.6,91
5978,"Ion Pulverizer",1507541.07,18
5978,"Quantum Bore",12781395.21,80
5978,"ReglAggregators",7041106.1,87
5979,"FexStram Carrier",4225109.13,58
5979,"Flux Rider",42713487.52,567
5979,"Graviton Extractor",6332972.9,94
5979,"Ion Pulverizer",1557210.89,17
5979,"Quantum Bore",10524221.65,79
5979,"ReglAggregators",6361345.07,73
5980,"FexStram Carrier",3603206.42,46
5980,"Flux Rider",43218542.26,568
5980,"Graviton Extractor",6350102.69,78
5980,"Ion Pulverizer",1938031.85,20
5980,"Quantum Bore",9799503.09,88
5980,"ReglAggregators",5294523.74,74
5981,"FexStram Carrier",3762674.78,53
5981,"Flux Rider",41777240.69,553
5981,"Graviton Extractor",5307819.72,67
5981,"Ion Pulverizer",1296591.78,21
5981,"Quantum Bore",10467667.48,73
5981,"ReglAggregators",5845669.8,76
5982,"FexStram Carrier",4210103.68,53
5982,"Flux Rider",40340334.35,533
5982,"Graviton Extractor",5788521.85,79
5982,"Ion Pulverizer",2278465.85,22
5982,"Quantum Bore",11396169.75,86
5982,"ReglAggregators",5464153.81,73
5983,"FexStram Carrier",3821354.15,53
5983,"Flux Rider",44881694.89,569
5983,"Graviton Extractor",6266839.22,80
5983,"Ion Pulverizer",907637.05,13
5983,"Quantum Bore",13897415.65,104
5983,"ReglAggregators",5422926.57,76
5984,"FexStram Carrier",4167710.2,55
5984,"Flux Rider",43770823.18,551
5984,"Graviton Extractor",6941172.61,93
5984,"Ion Pulverizer",1488743.37,20
5984,"Quantum Bore",9793258.93,75
5984,"ReglAggregators",6035700.3,83
5985,"FexStram Carrier",3800804.41,48
5985,"Flux Rider",43951900.03,564
5985,"Graviton Extractor",6046076.67,77
5985,"Ion Pulverizer",1415380.01,18
5985,"Quantum Bore",14501834.68,81
5985,"ReglAggregators",3992975.09,59
5986,"FexStram Carrier",3273627.51,49
5986,"Flux Rider",42803305.19,569
5986,"Graviton Extractor",6129004.04,80
5986,"Ion Pulverizer",1297415.01,18
5986,"Quantum Bore",9908608.17,81
5986,"ReglAggregators",7521455.36,91
5987,"FexStram Carrier",4766068.74,64
5987,"Flux Rider",44370714.13,553
5987,"Graviton Extractor",7273794.26,92
5987,"Ion Pulverizer",1052183.38,12
5987,"Quantum Bore",12609439.91,84
5987,"ReglAggregators",5717642.39,71
5988,"FexStram Carrier",4858380.25,63
5988,"Flux Rider",43197297.56,573
5988,"Graviton Extractor",6783774.18,87
5988,"Ion Pulverizer",629465.04,11
5988,"Quantum Bore",9526543.51,82
5988,"ReglAggregators",7046980.3,79
5989,"FexStram Carrier",3913965.05,55
5989,"Flux Rider",46684252.42,591
5989,"Graviton Extractor",6619397.84,87
5989,"Ion Pulverizer",890107.24,12
5989,"Quantum Bore",10048385.21,70
5989,"ReglAggregators",6367075.4,83
5990,"FexStram Carrier",4791233.78,66
5990,"Flux Rider",41000980.04,533
5990,"Graviton Extractor",5930140.73,85
5990,"Ion Pulverizer",1080298.59,15
5990,"Quantum Bore",11668481.43,85
5990,"ReglAggregators",5944412.08,80
5991,"FexStram Carrier",4407216.18,58
5991,"Flux Rider",45985786.61,605
5991,"Graviton Extractor",6401358.25,87
5991,"Ion Pulverizer",985379.38,14
5991,"Quantum Bore",9225963.9,71
5991,"ReglAggregators",7773554.48,94
5992,"FexStram Carrier",4523304.74,58
5992,"Flux Rider",44578545.59,561
5992,"Graviton Extractor",7197266.92,94
5992,"Ion Pulverizer",1286697.67,17
5992,"Quantum Bore",8644726.45,69
5992,"ReglAggregators",6036743.03,78
5993,"FexStram Carrier",3545512.5,53
5993,"Flux Rider",44859231.25,572
5993,"Graviton Extractor",6179746.97,87
5993,"Ion Pulverizer",1432555.99,16
5993,"Quantum Bore",7824799.26,69
5993,"ReglAggregators",3967851.9,63
5994,"FexStram Carrier",5305383.49,71
5994,"Flux Rider",45717470.92,584
5994,"Graviton Extractor",7027383.63,91
5994,"Ion Pulverizer",700925.89,8
5994,"Quantum Bore",10713343.94,77
5994,"ReglAggregators",5499006.89,65
5995,"FexStram Carrier",2928790.64,41
5995,"Flux Rider",43706023.51,577
5995,"Graviton Extractor",4720820.43,77
5995,"Ion Pulverizer",1467343.1,17
5995,"Quantum Bore",8021925.8,68
5995,"ReglAggregators",4580081.82,64
5996,"FexStram Carrier",4388601.34,62
5996,"Flux Rider",43330149.97,575
5996,"Graviton Extractor",6289277.5,74
5996,"Ion Pulverizer",1784625.33,25
5996,"Quantum Bore",9269636.38,70
5996,"ReglAggregators",4534569.53,66
5997,"FexStram Carrier",3498174.54,51
5997,"Flux Rider",43824265.82,565
5997,"Graviton Extractor",6435500,80
5997,"Ion Pulverizer",1616170.97,16
5997,"Quantum Bore",11486858.97,87
5997,"ReglAggregators",6961871.32,91
5998,"FexStram Carrier",4678003.12,67
5998,"Flux Rider",39835387.18,538
5998,"Graviton Extractor",6183605.03,82
5998,"Ion Pulverizer",1251296.78,14
5998,"Quantum Bore",8979120.38,68
5998,"ReglAggregators",6195996.67,77
5999,"FexStram Carrier",4898824.12,57
5999,"Flux Rider",44102698.47,566
5999,"Graviton Extractor",5946496.54,84
5999,"Ion Pulverizer",2220561.58,22
5999,"Quantum Bore",11602555.51,84
5999,"ReglAggregators",5865256.32,71
6000,"FexStram Carrier",3267552.72,48
6000,"Flux Rider",47104532.19,578
6000,"Graviton Extractor",4498685.12,66
6000,"Ion Pulverizer",1509031.95,20
6000,"Quantum Bore",13735092.81,97
6000,"ReglAggregators",5432373.7,74
6001,"FexStram Carrier",4574677.26,62
6001,"Flux Rider",40147448.77,567
6001,"Graviton Extractor",6609373.65,83
6001,"Ion Pulverizer",1454024.14,17
6001,"Quantum Bore",7673297.69,72
6001,"ReglAggregators",6037928.62,77
6002,"FexStram Carrier",4781626.85,53
6002,"Flux Rider",43105658.61,540
6002,"Graviton Extractor",6280887.92,80
6002,"Ion Pulverizer",1573287.17,19
6002,"Quantum Bore",9997853.09,81
6002,"ReglAggregators",7337762.25,86
6003,"FexStram Carrier",4538483.16,59
6003,"Flux Rider",42861621.18,553
6003,"Graviton Extractor",6122229.11,78
6003,"Ion Pulverizer",778262.08,10
6003,"Quantum Bore",9302340.97,73
6003,"ReglAggregators",5324372.17,74
6004,"FexStram Carrier",3969513.93,53
6004,"Flux Rider",43050325.96,562
6004,"Graviton Extractor",7996779.95,94
6004,"Ion Pulverizer",843746.93,12
6004,"Quantum Bore",11627697.11,97
6004,"ReglAggregators",5016060.59,68
6005,"FexStram Carrier",3467023.03,51
6005,"Flux Rider",43888593.62,569
6005,"Graviton Extractor",6610282.31,81
6005,"Ion Pulverizer",976129.3,14
6005,"Quantum Bore",8804717.6,75
6005,"ReglAggregators",6854962.85,78
6006,"FexStram Carrier",3607740.41,44
6006,"Flux Rider",41353972.54,581
6006,"Graviton Extractor",4862574.35,76
6006,"Ion Pulverizer",569587.9,7
6006,"Quantum Bore",12192622.17,84
6006,"ReglAggregators",6772480.15,81
6007,"FexStram Carrier",4443623.37,58
6007,"Flux Rider",45339743.06,568
6007,"Graviton Extractor",5913587.33,79
6007,"Ion Pulverizer",1042319.06,11
6007,"Quantum Bore",10126824.53,88
6007,"ReglAggregators",4305472.91,63
6008,"FexStram Carrier",5123164.35,65
6008,"Flux Rider",42039998.13,539
6008,"Graviton Extractor",6686992.31,85
6008,"Ion Pulverizer",1510923.51,16
6008,"Quantum Bore",17149196.35,87
6008,"ReglAggregators",5438933.68,79
6009,"FexStram Carrier",4710454.08,56
6009,"Flux Rider",42385586.33,550
6009,"Graviton Extractor",5853641.37,73
6009,"Ion Pulverizer",462354.84,9
6009,"Quantum Bore",8957596.75,77
6009,"ReglAggregators",5921582.68,75
6010,"FexStram Carrier",4242649.62,52
6010,"Flux Rider",43452631.4,551
6010,"Graviton Extractor",6424473.95,91
6010,"Ion Pulverizer",1000497.06,15
6010,"Quantum Bore",9834004.13,80
6010,"ReglAggregators",5703187.52,77
6011,"FexStram Carrier",5156342.23,66
6011,"Flux Rider",43739126.97,570
6011,"Graviton Extractor",5632613.07,77
6011,"Ion Pulverizer",807727.11,11
6011,"Quantum Bore",12696811.24,95
6011,"ReglAggregators",5186127.33,60
6012,"FexStram Carrier",5065473.12,62
6012,"Flux Rider",42102821.55,547
6012,"Graviton Extractor",5842007.05,77
6012,"Ion Pulverizer",935745.8,17
6012,"Quantum Bore",14840655.5,90
6012,"ReglAggregators",5572636.65,69
6013,"FexStram Carrier",4848471.13,57
6013,"Flux Rider",41435177.1,544
6013,"Graviton Extractor",4886440.43,76
6013,"Ion Pulverizer",1442659.48,18
6013,"Quantum Bore",12437085.81,77
6013,"ReglAggregators",5483815.24,64
6014,"FexStram Carrier",5822984.84,67
6014,"Flux Rider",41211765.68,550
6014,"Graviton Extractor",4523228.21,69
6014,"Ion Pulverizer",2028404.54,21
6014,"Quantum Bore",10769818.65,91
6014,"ReglAggregators",5016012.93,63
6015,"FexStram Carrier",4093536.06,52
6015,"Flux Rider",43759893.02,583
6015,"Graviton Extractor",5094206.96,73
6015,"Ion Pulverizer",984025.15,13
6015,"Quantum Bore",12133664.17,100
6015,"ReglAggregators",6395611.39,91
6016,"FexStram Carrier",4010141.22,50
6016,"Flux Rider",45257365.67,569
6016,"Graviton Extractor",6623642.37,87
6016,"Ion Pulverizer",1198646.87,17
6016,"Quantum Bore",11010895.99,83
6016,"ReglAggregators",5898588.87,82
6017,"FexStram Carrier",4013710.99,57
6017,"Flux Rider",39223456.33,507
6017,"Graviton Extractor",7221637.34,92
6017,"Ion Pulverizer",469410.42,5
6017,"Quantum Bore",8587368.37,69
6017,"ReglAggregators",4894282.02,74
6018,"FexStram Carrier",5110649.05,66
6018,"Flux Rider",46323468.35,569
6018,"Graviton Extractor",4819596.53,70
6018,"Ion Pulverizer",1953865.49,21
6018,"Quantum Bore",9534386.4,78
6018,"ReglAggregators",5021996.68,59
6019,"FexStram Carrier",4756315.98,62
6019,"Flux Rider",41618307.98,555
6019,"Graviton Extractor",5912867.26,85
6019,"Ion Pulverizer",1726021.46,21
6019,"Quantum Bore",11988072.5,99
6019,"ReglAggregators",6078627.26,84
6020,"FexStram Carrier",4235750.44,59
6020,"Flux Rider",42375550.88,568
6020,"Graviton Extractor",5632784.09,74
6020,"Ion Pulverizer",929333.99,12
6020,"Quantum Bore",10238678,93
6020,"ReglAggregators",5097855.98,68
6021,"FexStram Carrier",4214463.28,57
6021,"Flux Rider",43694664.94,573
6021,"Graviton Extractor",6923798.91,90
6021,"Ion Pulverizer",984999,15
6021,"Quantum Bore",12174581.46,92
6021,"ReglAggregators",4520943.52,66
6022,"FexStram Carrier",3258020.84,46
6022,"Flux Rider",41987058.84,536
6022,"Graviton Extractor",5299165.53,71
6022,"Ion Pulverizer",1227701.41,17
6022,"Quantum Bore",10922850.28,81
6022,"ReglAggregators",5828804.5,71
6023,"FexStram Carrier",4198405.39,60
6023,"Flux Rider",44124344.08,553
6023,"Graviton Extractor",5557052.24,74
6023,"Ion Pulverizer",1552761.96,19
6023,"Quantum Bore",9945627.79,79
6023,"ReglAggregators",6302972.89,81
6024,"FexStram Carrier",4215655.25,56
6024,"Flux Rider",44707615.91,568
6024,"Graviton Extractor",6609002.4,87
6024,"Ion Pulverizer",1007748.5,9
6024,"Quantum Bore",10577993.27,86
6024,"ReglAggregators",4830635.28,69
6025,"FexStram Carrier",5486959.35,69
6025,"Flux Rider",45204976.07,564
6025,"Graviton Extractor",7755557.83,101
6025,"Ion Pulverizer",1446180.86,19
6025,"Quantum Bore",8988793.99,71
6025,"ReglAggregators",4792338.79,69
6026,"FexStram Carrier",3963059.48,54
6026,"Flux Rider",41224428.98,548
6026,"Graviton Extractor",6134596.55,79
6026,"Ion Pulverizer",1199746.36,13
6026,"Quantum Bore",11275903.36,87
6026,"ReglAggregators",4189235.26,54
6027,"FexStram Carrier",4265971.69,57
6027,"Flux Rider",42464199.95,549
6027,"Graviton Extractor",5619863.27,73
6027,"Ion Pulverizer",1670640.63,22
6027,"Quantum Bore",10094255.67,77
6027,"ReglAggregators",6091586.84,84
6028,"FexStram Carrier",4695701.79,61
6028,"Flux Rider",41389151.85,573
6028,"Graviton Extractor",6822217.69,88
6028,"Ion Pulverizer",1482379.58,15
6028,"Quantum Bore",10781749.39,86
6028,"ReglAggregators",5771255.83,74
6029,"FexStram Carrier",4024709.2,53
6029,"Flux Rider",41574076.64,545
6029,"Graviton Extractor",6465956.42,89
6029,"Ion Pulverizer",1128135.53,12
6029,"Quantum Bore",12555654.76,102
6029,"ReglAggregators",4389980.6,62
6030,"FexStram Carrier",3909700.24,51
6030,"Flux Rider",45589456.42,573
6030,"Graviton Extractor",7039145.69,84
6030,"Ion Pulverizer",1220458.32,13
6030,"Quantum Bore",11095429.94,85
6030,"ReglAggregators",5787655.56,77
6031,"FexStram Carrier",4370684.16,58
6031,"Flux Rider",41378950.38,526
6031,"Graviton Extractor",6191579.43,80
6031,"Ion Pulverizer",1615639.16,17
6031,"Quantum Bore",9302403.97,78
6031,"ReglAggregators",5642511.09,66
6032,"FexStram Carrier",4141700.09,51
6032,"Flux Rider",40740478.52,542
6032,"Graviton Extractor",4954295.84,69
6032,"Ion Pulverizer",2227585.29,25
6032,"Quantum Bore",14984455.85,96
6032,"ReglAggregators",5307174.21,64
6033,"FexStram Carrier",4977017.57,61
6033,"Flux Rider",47480736.02,589
6033,"Graviton Extractor",5567229.76,78
6033,"Ion Pulverizer",1221751.53,14
6033,"Quantum Bore",8208215.15,67
6033,"ReglAggregators",5755422.46,77
6034,"FexStram Carrier",5090977.97,63
6034,"Flux Rider",43517260.45,560
6034,"Graviton Extractor",6351734.47,80
6034,"Ion Pulverizer",1151064.25,13
6034,"Quantum Bore",10810318.36,86
6034,"ReglAggregators",4269942.86,55
6035,"FexStram Carrier",4302498.3,52
6035,"Flux Rider",43958452.38,575
6035,"Graviton Extractor",5640171.17,65
6035,"Ion Pulverizer",1259413.89,18
6035,"Quantum Bore",9920263.67,85
6035,"ReglAggregators",5368192.84,75
6036,"FexStram Carrier",5023874.89,60
6036,"Flux Rider",41418636.14,557
6036,"Graviton Extractor",5182997.5,70
6036,"Ion Pulverizer",899298.12,11
6036,"Quantum Bore",13502974.05,95
6036,"ReglAggregators",5038405.85,66
6037,"FexStram Carrier",5180897.48,54
6037,"Flux Rider",40349415.5,537
6037,"Graviton Extractor",6772014.09,82
6037,"Ion Pulverizer",1367385.62,21
6037,"Quantum Bore",11050425.47,79
6037,"ReglAggregators",4955097.51,67
6038,"FexStram Carrier",6080183.59,70
6038,"Flux Rider",46317140.12,604
6038,"Graviton Extractor",5592127.42,70
6038,"Ion Pulverizer",1927242.39,16
6038,"Quantum Bore",9550289.71,82
6038,"ReglAggregators",4718047.28,71
6039,"FexStram Carrier",5827656.11,72
6039,"Flux Rider",44402473.04,568
6039,"Graviton Extractor",6387516.65,84
6039,"Ion Pulverizer",1506459.51,20
6039,"Quantum Bore",10587466.34,91
6039,"ReglAggregators",5390939.98,75
6040,"FexStram Carrier",4828705.21,60
6040,"Flux Rider",43764719.04,561
6040,"Graviton Extractor",6941250.37,83
6040,"Ion Pulverizer",1519912.57,20
6040,"Quantum Bore",9311828.23,76
6040,"ReglAggregators",4999943.05,66
6041,"FexStram Carrier",3554510.27,47
6041,"Flux Rider",41608998.4,546
6041,"Graviton Extractor",7702009.22,97
6041,"Ion Pulverizer",1065041.68,18
6041,"Quantum Bore",8894337.07,72
6041,"ReglAggregators",4200360.73,55
6042,"FexStram Carrier",4350550.56,66
6042,"Flux Rider",45205772.87,572
6042,"Graviton Extractor",7214822.77,84
6042,"Ion Pulverizer",903803.92,16
6042,"Quantum Bore",10533021.34,85
6042,"ReglAggregators",5493110.71,73
6043,"FexStram Carrier",4847834.7,59
6043,"Flux Rider",43103126.85,577
6043,"Graviton Extractor",4355875.32,67
6043,"Ion Pulverizer",2310896.89,25
6043,"Quantum Bore",13581943.3,92
6043,"ReglAggregators",6498128.43,83
6044,"FexStram Carrier",4115661.78,57
6044,"Flux Rider",44638617.9,575
6044,"Graviton Extractor",5724624.26,78
6044,"Ion Pulverizer",1168592.14,16
6044,"Quantum Bore",14273180.94,92
6044,"ReglAggregators",6142409.75,87
6045,"FexStram Carrier",3628369.59,50
6045,"Flux Rider",44354984.59,592
6045,"Graviton Extractor",5816624.58,74
6045,"Ion Pulverizer",1298131.65,19
6045,"Quantum Bore",13298577.32,81
6045,"ReglAggregators",5323985.56,71
6046,"FexStram Carrier",3870401.51,48
6046,"Flux Rider",40690940.46,528
6046,"Graviton Extractor",5960147.2,78
6046,"Ion Pulverizer",1047292.59,17
6046,"Quantum Bore",14626746.3,87
6046,"ReglAggregators",4907251.87,65
6047,"FexStram Carrier",4372218.22,58
6047,"Flux Rider",41640677.92,555
6047,"Graviton Extractor",6253669.83,83
6047,"Ion Pulverizer",1768909.59,24
6047,"Quantum Bore",12835270.54,93
6047,"ReglAggregators",5744556,72
6048,"FexStram Carrier",5190605.89,67
6048,"Flux Rider",43206779.31,566
6048,"Graviton Extractor",6250294.86,81
6048,"Ion Pulverizer",1391737.94,19
6048,"Quantum Bore",11616199.64,85
6048,"ReglAggregators",5383361.86,68
6049,"FexStram Carrier",4667508.36,65
6049,"Flux Rider",44621820.89,562
6049,"Graviton Extractor",7691182.88,91
6049,"Ion Pulverizer",1218499.35,14
6049,"Quantum Bore",10770161.73,84
6049,"ReglAggregators",5093601.88,72
6050,"FexStram Carrier",3690185.21,47
6050,"Flux Rider",38218328.5,518
6050,"Graviton Extractor",6973113.76,93
6050,"Ion Pulverizer",832729.12,14
6050,"Quantum Bore",10028289.64,87
6050,"ReglAggregators",5600739.53,63
6051,"FexStram Carrier",3123990.95,42
6051,"Flux Rider",43325093.64,551
6051,"Graviton Extractor",7379103.29,89
6051,"Ion Pulverizer",1472988.51,21
6051,"Quantum Bore",12004757.38,83
6051,"ReglAggregators",5233470.58,68
6052,"FexStram Carrier",3572045.68,46
6052,"Flux Rider",46425033.11,593
6052,"Graviton Extractor",6865161.85,89
6052,"Ion Pulverizer",1662528.59,19
6052,"Quantum Bore",8998365.33,72
6052,"ReglAggregators",6042105.21,68
6053,"FexStram Carrier",4337066.19,56
6053,"Flux Rider",41536286.62,553
6053,"Graviton Extractor",6206093.08,84
6053,"Ion Pulverizer",1447875.23,18
6053,"Quantum Bore",9551368.64,73
6053,"ReglAggregators",6610021.33,89
6054,"FexStram Carrier",3902025.31,50
6054,"Flux Rider",40120294.51,533
6054,"Graviton Extractor",7541010.78,96
6054,"Ion Pulverizer",2090163.71,25
6054,"Quantum Bore",9680670.69,77
6054,"ReglAggregators",6392964.76,79
6055,"FexStram Carrier",5572249.32,70
6055,"Flux Rider",45061215.59,578
6055,"Graviton Extractor",5445053.39,82
6055,"Ion Pulverizer",1452536.98,15
6055,"Quantum Bore",12184361.85,93
6055,"ReglAggregators",6144814.11,84
6056,"FexStram Carrier",4026551.5,51
6056,"Flux Rider",46383606.41,605
6056,"Graviton Extractor",6364959,76
6056,"Ion Pulverizer",1675668.32,20
6056,"Quantum Bore",9904172.27,81
6056,"ReglAggregators",5842389.37,78
6057,"FexStram Carrier",4349823.61,59
6057,"Flux Rider",41661196.93,551
6057,"Graviton Extractor",5514559.09,66
6057,"Ion Pulverizer",1622200.49,21
6057,"Quantum Bore",9543664.94,78
6057,"ReglAggregators",4776300.49,67
6058,"FexStram Carrier",3783150.07,47
6058,"Flux Rider",44860287.97,609
6058,"Graviton Extractor",7511416.33,95
6058,"Ion Pulverizer",1660409.38,18
6058,"Quantum Bore",9617686.51,76
6058,"ReglAggregators",4975780.19,69
6059,"FexStram Carrier",5350408.68,63
6059,"Flux Rider",43378765.94,574
6059,"Graviton Extractor",7235591.44,96
6059,"Ion Pulverizer",974336.86,15
6059,"Quantum Bore",10313036.84,84
6059,"ReglAggregators",6714306.82,78
6060,"FexStram Carrier",5932730.16,77
6060,"Flux Rider",43594929,574
6060,"Graviton Extractor",4628527.37,66
6060,"Ion Pulverizer",1714273.88,17
6060,"Quantum Bore",7378177.07,63
6060,"ReglAggregators",4037874.53,61
6061,"FexStram Carrier",4384206.76,60
6061,"Flux Rider",47058654.19,608
6061,"Graviton Extractor",5970103.48,82
6061,"Ion Pulverizer",1007019.86,18
6061,"Quantum Bore",9355427.52,76
6061,"ReglAggregators",5965202.38,75
6062,"FexStram Carrier",4165836.42,54
6062,"Flux Rider",43049818.59,561
6062,"Graviton Extractor",4958444.97,66
6062,"Ion Pulverizer",2226979.44,26
6062,"Quantum Bore",10161782.59,81
6062,"ReglAggregators",5966470.01,77
6063,"FexStram Carrier",4736152.5,51
6063,"Flux Rider",44998472.18,593
6063,"Graviton Extractor",6642800.64,86
6063,"Ion Pulverizer",1277987.76,19
6063,"Quantum Bore",11461311.67,83
6063,"ReglAggregators",4914489.75,66
6064,"FexStram Carrier",5465793.6,72
6064,"Flux Rider",41339831.95,550
6064,"Graviton Extractor",5835894.04,76
6064,"Ion Pulverizer",1115320.86,19
6064,"Quantum Bore",9145431.44,78
6064,"ReglAggregators",5406290.32,62
6065,"FexStram Carrier",5382655.42,61
6065,"Flux Rider",43453849.81,566
6065,"Graviton Extractor",8424050.79,104
6065,"Ion Pulverizer",1356522.11,16
6065,"Quantum Bore",8788185.82,77
6065,"ReglAggregators",6251890.22,76
6066,"FexStram Carrier",4837665.07,58
6066,"Flux Rider",44365133.07,566
6066,"Graviton Extractor",5338151.97,71
6066,"Ion Pulverizer",971351.68,12
6066,"Quantum Bore",9250375.96,79
6066,"ReglAggregators",4942960.79,68
6067,"FexStram Carrier",4356065.11,59
6067,"Flux Rider",43468619.52,569
6067,"Graviton Extractor",6290169.83,85
6067,"Ion Pulverizer",948016.96,16
6067,"Quantum Bore",7879951.29,75
6067,"ReglAggregators",6390742.7,79
6068,"FexStram Carrier",4548309.69,61
6068,"Flux Rider",41544425.98,536
6068,"Graviton Extractor",5864552.85,80
6068,"Ion Pulverizer",1281747.77,18
6068,"Quantum Bore",9817763.67,82
6068,"ReglAggregators",5301257.3,66
6069,"FexStram Carrier",5765994.86,72
6069,"Flux Rider",45305944.21,597
6069,"Graviton Extractor",7340035.01,88
6069,"Ion Pulverizer",838455.27,11
6069,"Quantum Bore",8959897.18,69
6069,"ReglAggregators",4262167,57
6070,"FexStram Carrier",4303010.9,57
6070,"Flux Rider",41834371.66,559
6070,"Graviton Extractor",5375329.82,78
6070,"Ion Pulverizer",1530881.66,19
6070,"Quantum Bore",9642115.1,80
6070,"ReglAggregators",6373344.03,74
6071,"FexStram Carrier",3615592.31,49
6071,"Flux Rider",41324231.17,539
6071,"Graviton Extractor",6906400.05,75
6071,"Ion Pulverizer",1298118.04,20
6071,"Quantum Bore",9069161.13,82
6071,"ReglAggregators",5400749.34,75
6072,"FexStram Carrier",4325138.79,61
6072,"Flux Rider",44235512.04,600
6072,"Graviton Extractor",5174457.09,70
6072,"Ion Pulverizer",1292592.37,18
6072,"Quantum Bore",10896707.33,90
6072,"ReglAggregators",5625963.48,77
6073,"FexStram Carrier",5914091.1,70
6073,"Flux Rider",46906136.1,604
6073,"Graviton Extractor",6247983.33,83
6073,"Ion Pulverizer",774459.7,11
6073,"Quantum Bore",11363625.78,84
6073,"ReglAggregators",4653507.71,68
6074,"FexStram Carrier",4745286.52,55
6074,"Flux Rider",43755918.44,572
6074,"Graviton Extractor",6814892.96,91
6074,"Ion Pulverizer",1227968.52,17
6074,"Quantum Bore",7032557.89,63
6074,"ReglAggregators",6541226.62,86
6075,"FexStram Carrier",3703870.41,51
6075,"Flux Rider",44079968.1,568
6075,"Graviton Extractor",5514870.94,67
6075,"Ion Pulverizer",1747309.05,20
6075,"Quantum Bore",9524715.77,83
6075,"ReglAggregators",5649065.35,68
6076,"FexStram Carrier",4641451.77,61
6076,"Flux Rider",41525582.7,540
6076,"Graviton Extractor",3977470.68,60
6076,"Ion Pulverizer",1698291.26,22
6076,"Quantum Bore",9289407.38,75
6076,"ReglAggregators",4727433.02,67
6077,"FexStram Carrier",5326926.03,70
6077,"Flux Rider",44966295.69,582
6077,"Graviton Extractor",6711973.06,86
6077,"Ion Pulverizer",1627648.08,21
6077,"Quantum Bore",10148093.42,81
6077,"ReglAggregators",5489924.28,76
6078,"FexStram Carrier",3793873.64,55
6078,"Flux Rider",43843027.28,540
6078,"Graviton Extractor",7936108.33,99
6078,"Ion Pulverizer",2124747.76,23
6078,"Quantum Bore",10311111.3,79
6078,"ReglAggregators",6544938.51,76
6079,"FexStram Carrier",3425774.3,48
6079,"Flux Rider",44513626.06,575
6079,"Graviton Extractor",5421307.28,68
6079,"Ion Pulverizer",944571.81,14
6079,"Quantum Bore",10437320.26,84
6079,"ReglAggregators",5674506.95,70
6080,"FexStram Carrier",4695947.68,64
6080,"Flux Rider",45489741.8,571
6080,"Graviton Extractor",5954434.61,77
6080,"Ion Pulverizer",901142.2,16
6080,"Quantum Bore",9101487.54,72
6080,"ReglAggregators",5037844.16,62
6081,"FexStram Carrier",4442170.31,63
6081,"Flux Rider",43396356.31,564
6081,"Graviton Extractor",5863519.27,73
6081,"Ion Pulverizer",1722363.94,17
6081,"Quantum Bore",11949136.41,99
6081,"ReglAggregators",4453532.79,61
6082,"FexStram Carrier",2631380.98,41
6082,"Flux Rider",45612744.86,566
6082,"Graviton Extractor",5957123,79
6082,"Ion Pulverizer",1186431.02,18
6082,"Quantum Bore",12340478.38,95
6082,"ReglAggregators",4978446.47,68
6083,"FexStram Carrier",4803938.25,63
6083,"Flux Rider",41787399.69,548
6083,"Graviton Extractor",7354967.3,100
6083,"Ion Pulverizer",1149057.91,14
6083,"Quantum Bore",8911111.88,74
6083,"ReglAggregators",4136985.99,59
6084,"FexStram Carrier",4032357.28,51
6084,"Flux Rider",40144508.78,548
6084,"Graviton Extractor",6113400.95,84
6084,"Ion Pulverizer",1522051.88,17
6084,"Quantum Bore",11075945.94,82
6084,"ReglAggregators",4520924.28,65
6085,"FexStram Carrier",5099046.02,62
6085,"Flux Rider",45966930.89,599
6085,"Graviton Extractor",5982862.77,82
6085,"Ion Pulverizer",1245223.61,18
6085,"Quantum Bore",11412414.64,89
6085,"ReglAggregators",6778129.03,75
6086,"FexStram Carrier",4769653.25,59
6086,"Flux Rider",44342891.58,571
6086,"Graviton Extractor",6010520.38,77
6086,"Ion Pulverizer",1227808.85,17
6086,"Quantum Bore",9506084.01,81
6086,"ReglAggregators",6355172.21,86
6087,"FexStram Carrier",4113878.24,54
6087,"Flux Rider",44546037.71,555
6087,"Graviton Extractor",6452660.07,72
6087,"Ion Pulverizer",1082750.58,17
6087,"Quantum Bore",9554047.12,75
6087,"ReglAggregators",5953302.62,72
6088,"FexStram Carrier",3637264.2,53
6088,"Flux Rider",42062296.46,543
6088,"Graviton Extractor",5843684.21,76
6088,"Ion Pulverizer",1698744.92,23
6088,"Quantum Bore",9531376.21,83
6088,"ReglAggregators",6162443.72,76
6089,"FexStram Carrier",3945763.41,50
6089,"Flux Rider",47022787.57,576
6089,"Graviton Extractor",5165196.63,76
6089,"Ion Pulverizer",1554358.4,20
6089,"Quantum Bore",13249216.71,79
6089,"ReglAggregators",5782074.67,82
6090,"FexStram Carrier",4366891.99,59
6090,"Flux Rider",45217605.28,550
6090,"Graviton Extractor",5004963.86,74
6090,"Ion Pulverizer",786920.88,10
6090,"Quantum Bore",9109721.35,73
6090,"ReglAggregators",5664966.41,78
6091,"FexStram Carrier",5139763.99,67
6091,"Flux Rider",44323330.34,588
6091,"Graviton Extractor",6459507.85,86
6091,"Ion Pulverizer",1155867.3,13
6091,"Quantum Bore",12045295.41,86
