"sim","Bayesia System","Helionis Cluster","Oryn Delta"
5564,275345.92,676902.3,252215.07
5565,371174.46,659696.37,151723.48
5566,307290.52,731351.81,205949.41
5567,353668.73,766929.96,256789.6
5568,421185.94,778950.94,224283.2
5569,395687.6,866381.85,234327.39
5570,394521.93,855127.25,184642.65
5571,304892.32,861350.67,291580.56
5572,319818.61,703514.72,213508.98
5573,364350.64,936744.76,256607.57
5574,463641.8,718136.66,191936.79
5575,317378.89,681263.79,166910.18
5576,366919.55,733963.34,208344.26
5577,375782.24,856189.33,219272.41
5578,575971.21,783700.48,216595.23
5579,390650.17,850112.58,200432.87
5580,450269.32,755084.93,446935.07
5581,282686.94,864830.29,244531.73
5582,278722.22,663590.82,220881.03
5583,465489.7,771164.48,234411.95
5584,382427.54,616431.64,225204.26
5585,254758.92,743632.13,219792.53
5586,339521.15,768125.25,281447.48
5587,386291.6,806730.2,220463.57
5588,376052.73,713020.3,187788.85
5589,402034.7,896248.07,162602.42
5590,502702.37,734378.75,197110.25
5591,331210.82,985648.25,187712.61
5592,588920.58,780993.39,290935.57
5593,290032.45,614303.11,183158.96
5594,375610.53,1050641.51,528855.53
5595,325326.08,754124.36,218504.2
5596,512799.03,758377.68,340883.91
5597,487801.39,841011.06,349071.67
5598,350915.34,894559.36,278768.97
5599,367965.2,936878.13,184828.26
5600,373067,839509.8,197153.4
5601,368541.3,601465.88,330802.02
5602,297922.5,927535.56,162795.01
5603,316738.93,793814.6,239920.3
5604,366415.04,705461.03,215848.59
5605,362244.1,709891.73,249371.92
5606,294885.39,698352.71,195275.56
5607,360497.18,630942.21,286979.69
5608,285330.38,772382.64,221321.4
5609,510406.76,732212.33,215949.99
5610,320558.69,694815.72,177933.94
5611,435709.93,822266.48,202541.76
5612,434877.61,762126.93,233101.97
5613,444591.98,935811.37,201331.02
5614,456669.47,791790.45,278102.15
5615,434334.89,834740.92,194608.06
5616,402405,807615.25,293826.13
5617,307303.3,693807.68,200256.36
5618,344272.2,898289.93,192083.92
5619,327778.27,675700.93,215971.62
5620,361270.7,760237.65,267809.41
5621,425211.71,731911.43,182531.75
5622,295249.56,727317.07,191593.11
5623,347452.17,784030.19,190862.87
5624,388633.95,866307.95,239906.83
5625,410403.94,683228.85,182741.57
5626,331049.44,824709.2,336263.68
5627,321250.09,705978.96,168105.4
5628,318963.22,704494.77,224155.07
5629,504019.22,679955.84,295368.42
5630,391520.19,800862.08,342901.82
5631,284856.36,593907.89,185669.04
5632,371292.13,1084343.36,148334.91
5633,389123.9,830942.38,169316.35
5634,348856.46,870705.85,182990.66
5635,210635.17,882393.98,249824.2
5636,522706.9,831288.91,218458.36
5637,308221.48,819877.12,209980.04
5638,318898.19,672740.23,208030.01
5639,295297.07,741527.04,399646.55
5640,335480.39,954248.72,293008.38
5641,426092.55,944510.62,178693.25
5642,389992.59,809478.89,284245.99
5643,412343.05,660837.17,228638.24
5644,458862.28,906194.51,186021.25
5645,402626.43,669435.25,402230.62
5646,315189.81,963552.5,219759.54
5647,282421.98,969869.66,211936.43
5648,345003.01,750290.36,223167.61
5649,338346.61,621141.87,199080.9
5650,347534.5,754027.79,218506.44
5651,282228.77,805808.5,230232.28
5652,297051.08,725409.18,364041.12
5653,315819.78,630216.26,349559.95
5654,360948.87,760525.82,198513.56
5655,399878.1,948083.98,421042.25
5656,351322.67,852770.32,259955.14
5657,339182.74,640446.16,203960.19
5658,388757.71,773976.65,223847.19
5659,344906.66,847342.46,268479.6
5660,264168.21,919080.84,299262.25
5661,357209.76,723478.09,307408.16
5662,429278.65,628452.86,269710
5663,339906.34,843052.28,203316.4
5664,275181.16,929758.77,146123.61
5665,350705.14,868889.69,169653.93
5666,463931.78,677717.04,223960.21
5667,363912.54,845753.48,177410.76
5668,363682.7,631564.68,225533.46
5669,360631.3,755235.19,249586.05
5670,399893.28,874564.17,285590.92
5671,514339.65,911621.58,203511.91
5672,615002.54,947551.91,145912.4
5673,407278.06,537350.14,202492.54
5674,298754.57,814510.77,303542.68
5675,362011.47,981625.34,267516.28
5676,264440.09,842075.46,282298.97
5677,328814.68,614256.66,224829.37
5678,408403.24,950579.58,354515.64
5679,279464.75,1124391.65,164103.93
5680,412385.2,832222.4,290822.39
5681,440446.27,947488.81,229184.24
5682,428338.96,865773.79,347041.95
5683,546264.69,851691.09,164754.24
5684,348892,685773.45,187881.68
5685,376464.49,685192.04,243564.5
5686,406663.65,795400.07,206438.98
5687,431015.21,868393.73,339647.98
5688,299556.22,742352.8,245149.43
5689,253748.64,676198.78,162319.96
5690,521802.89,696316.76,254193.67
5691,357409.07,936691.16,229231.92
5692,360131.01,762458.27,272516.29
5693,276482.07,752963.59,187327.56
5694,424350.53,664155.09,383115.4
5695,475135.69,809501.33,333064.63
5696,299098.81,718176.7,176210.97
5697,365017.55,947542.74,203641.63
5698,484666.08,779489.14,329721.09
5699,415431.54,757542.83,252463.67
5700,311707.37,860142.13,239462.02
5701,391545.33,760928.2,216677.64
5702,386221.34,775911.41,265980.72
5703,352778.16,751902.36,187937.12
5704,341599.11,680487.18,151718.21
5705,319566.92,742202.36,191095.22
5706,431055.66,875228.93,192769.46
5707,295879.98,650238.95,244676.58
5708,418441.93,810526.72,326870.1
5709,425517.22,717039.76,218098.55
5710,496731.09,892098.64,277821.3
5711,484466.8,862913.13,220040.55
5712,274811.18,1026038.34,224577.06
5713,281019.5,737542.42,266651.71
5714,440232.17,814889.41,275736.02
5715,321394.08,777075.29,188076.53
5716,380466.75,765872.59,215501.96
5717,347790.76,701762.98,396090.08
5718,454935.29,776823.22,207866.2
5719,426290.17,845205.51,268733.96
5720,319340.3,866918.79,314780.68
5721,402082.23,888866.13,224591.11
5722,305085.92,710392.99,235217.97
5723,312711.58,793336.75,211088.58
5724,390917.47,840884.79,259840.9
5725,337735.87,922895.41,250811.29
5726,372018.88,630081.41,242908.42
5727,313384.57,777817.24,189919.57
5728,302203.81,898223.48,191336.2
5729,400026.59,725050.3,280470.97
5730,326202.46,868606.09,249250.24
5731,400964.62,743409.5,226190.85
5732,263236.63,759163.44,283132.89
5733,372211.72,739649.73,217164.71
5734,441864.53,785935.53,195633.84
5735,301266.44,689571.33,302748.06
5736,330086.02,752773.73,156076.07
5737,385794.11,659684.56,210742.8
5738,268699.18,772991.09,319794.07
5739,317864.36,823227.73,314362.59
5740,391363.56,808955.97,187406.65
5741,309527.51,748933.16,187090.57
5742,486746.76,717544.46,249261.92
5743,471394.25,923728.2,307428
5744,374057.6,860880.79,224623.34
5745,292594.97,852719.64,211130.66
5746,451231.19,790010.24,273268.63
5747,310421.41,743115.35,212931.61
5748,501177.58,745138.76,332915.67
5749,432776.81,659242.37,279043.74
5750,432835.35,833965.49,188323.08
5751,410653.57,790059.73,244241.96
5752,390331.13,830825.78,292966.32
5753,296399.2,726293.8,230699.6
5754,348794.35,775269.25,213669.26
5755,323758.72,588227.59,183011.82
5756,296813.71,754340.75,211989.61
5757,296996.34,866293.59,259176.39
5758,475038.66,713118.28,157965.07
5759,440718.96,746294.66,207368.26
5760,402999.81,730360.6,362712.54
5761,447061.39,747094.28,151062.44
5762,445590.27,691050.11,155619.19
5763,438338.45,862039.44,252381.97
5764,466810.19,764982.31,392660.09
5765,394835.49,807251.45,165286.08
5766,373761.2,761473.35,178829.56
5767,376022.16,762067.83,176900.71
5768,406303.3,803802.19,219948.71
5769,400654.53,689745.74,164785.9
5770,270400.14,695408.48,263351.28
5771,371301.75,774615.37,204184.84
5772,291293.44,780054.89,227182.68
5773,416676.7,922825.49,185251.2
5774,458886.8,715777.25,238100.51
5775,373823.57,875366.69,269393.7
5776,338126.56,835255.98,231825.11
5777,378314.93,705914.8,279310.31
5778,419155.15,648534.55,248301.32
5779,330974.81,873722.63,239265.28
5780,365493.91,860068.85,161079.68
5781,405256.69,852848.7,184931.52
5782,357103.46,878406.67,196166.08
5783,352035.1,843166.89,210500.28
5784,334538.52,766121.74,200396.99
5785,277934.27,865227.42,226000.43
5786,427390.17,822645.02,233502.48
5787,343811.69,799944.47,190804.67
5788,525794.65,845868.34,208972.9
5789,402667.6,679288.06,159012.83
5790,343807.49,657484.49,218705.75
5791,429680.89,727078.06,246997.44
5792,313491.32,729329.68,188382.78
5793,442172.21,793936.63,221744.47
5794,376894.48,735366.11,299607.17
5795,411432.38,766500.92,294233.08
5796,332642.84,744605.45,195667.17
5797,387537.21,904576.18,187938.75
5798,445837.5,704031.44,237942.93
5799,385370.78,713184.82,244159.64
5800,368667.49,844818.62,189921.61
5801,285281.47,958530.32,191776.02
5802,262121.57,1031025.38,399715.04
5803,351950.48,752688.82,166640.64
5804,279603.04,706720.09,325040.93
5805,372904.47,680192.69,277916.39
5806,400255.86,801679.55,223215.1
5807,276531.54,785258.6,182054.2
5808,395541.73,803514.19,426742.06
5809,337430.12,693800.77,218149.05
5810,395937.56,662562.14,171582.35
5811,383718.91,667699.21,291126.14
5812,508616.06,756653.51,147498.24
5813,340440.75,858996.88,227046.37
5814,562090.56,843954.8,199057.45
5815,352260.84,631361.72,182268.46
5816,326527.14,909283.96,204924.73
5817,357920.88,734397.48,224217.97
5818,266022.43,794900.07,175121.02
5819,472715.15,772572.47,334872.79
5820,326309.01,701180.87,296892.93
5821,407584.36,751526.14,192457.19
5822,397941.51,759109.78,269834.46
5823,410615.99,738179.46,247283.17
5824,340052.72,623530.11,258262.13
5825,335382.59,819447.66,311056.15
5826,408346.95,637440.63,291937.73
5827,337165.66,780895.39,190080.57
5828,486420.25,947118.11,185369.47
5829,390154.58,859146.94,237386.44
5830,398693.44,680298.21,140385.3
5831,309148,747888.6,231751.08
5832,392904.35,909034.48,302973.78
5833,355510.23,842174.9,202033.76
5834,291363.95,778159.22,180573.87
5835,349249.52,1147752.92,202972.45
5836,523930.53,693963.55,228628.19
5837,446401.8,835064.44,218616.73
5838,390349.48,843393.53,186986.4
5839,320681.71,747671.81,255764.92
5840,318957.79,856677.75,204635.06
5841,337861.1,875037.47,160001.17
5842,323612.89,870321.05,189972.25
5843,441515.58,734216.26,197566.23
5844,285012.85,749026.98,291764.04
5845,358433.07,849835.93,245576.65
5846,429060,973293.65,152594.8
5847,350388.83,802124.7,201506.91
5848,386338.07,768064.68,336892.62
5849,388328.79,857866.18,258161.4
5850,367058.26,727496.47,252632.75
5851,390612.7,835793.53,194045.08
5852,364557.64,852553.04,288026.44
5853,358381.4,763102.16,197407.59
5854,358943.2,746221.86,222936.65
5855,383766.15,822825.13,197414.82
5856,475836.7,949886.27,486234.68
5857,310126.41,764038.02,180234.58
5858,330905.54,821028.78,286751.6
5859,302557.9,715054.37,170534.1
5860,393610.65,857359.97,280120.48
5861,394819.44,681418.05,292107.24
5862,464756.68,896529.4,193495.84
5863,303109.35,838230.78,222131.39
5864,524098.02,831650.05,190732.1
5865,393095.45,844841.34,212459.24
5866,554711.79,699134.06,245108.34
5867,387038.68,774565.14,210426.11
5868,366661.52,913420.23,212306.23
5869,367086.41,963884.02,308929.17
5870,249957.96,796399.78,176677.51
5871,380881.99,950819.03,209066.67
5872,311696.29,891515.5,203088.28
5873,417818.74,703035.28,299213.41
5874,344269.74,667582.23,268076.22
5875,312208.3,918257.19,287574.49
5876,375011.2,676547.88,205799.57
5877,342969.68,772824.38,272834.21
5878,291209.7,819722.65,205842.87
5879,364208.75,879377.08,250315.29
5880,376207.85,910691.06,426384.39
5881,397032.23,751602.39,233949.32
5882,325491.64,807728.53,224573.48
5883,468193.73,721021.38,178232.54
5884,318271.76,821172.06,232205.67
5885,383263.06,858537.73,260147.82
5886,429414.47,717111.4,176937.7
5887,321845.33,703977.47,216125.96
5888,328568.99,703522.86,174727.14
5889,358008.85,738812.39,242607.1
5890,330635.67,852084.55,149762.68
5891,429983.71,1042753.2,248436.67
5892,320543.28,656215.74,425567.75
5893,334539.83,926616.22,216255.37
5894,317273.12,699174.17,306401.35
5895,425167.93,906448.36,200305.49
5896,430218.96,753460.27,242586.61
5897,529532.05,707494.37,361751.08
5898,283611.35,883137.24,197674.41
5899,352588.35,845504.93,312478.24
5900,516249.88,701127.42,252650.22
5901,457362.8,765750.58,177110.95
5902,358144.87,687194.65,163343.32
5903,361878.11,781837.93,222011.85
5904,285272.1,892083.23,322412.25
5905,327681.51,934175.01,174708.32
5906,336557.75,770497.49,273358.48
5907,384225.85,772616.37,246545.08
5908,401198.3,947554.32,281316.86
5909,399926.71,880803.44,262746.33
5910,366260.27,769603.91,197295.57
5911,506616.07,997327.58,254258.79
5912,364410.95,879211.12,144110.53
5913,419133.3,771244.02,301243.45
5914,433630.79,687284.29,260979.16
5915,386097.02,790409.15,458281.95
5916,252976.44,824756.36,197038.53
5917,468424.97,1023905.8,294569.46
5918,442856.34,726479.57,246028.68
5919,350642.83,846429.63,170908.63
5920,374756.7,824456.87,190770.63
5921,372599.06,705090.11,236831.48
5922,392773.69,653489.44,163482.48
5923,327031.07,864339.36,177961.73
5924,351430.42,759251.41,229379.72
5925,442413.83,751236.64,152898.86
5926,295902.13,731486.37,190743.77
5927,390663.47,842680.81,224683.7
5928,360974.25,724948.58,143598.43
5929,402865,723287.82,219442.7
5930,360481.77,795223.8,190925.43
5931,491704.19,860166.27,217301.11
5932,301911.36,787596.42,194211.69
5933,383438.46,813244.01,164311.87
5934,380339.96,878835.11,321812.46
5935,380322.23,867170.59,181297.34
5936,407394.22,767413.97,237894.51
5937,442237.31,792458.93,192506.14
5938,378630.17,781153.88,192474.27
5939,387250.54,1064446.15,171890.1
5940,315881.52,779849.06,286415.61
5941,260502.35,691560.23,271359.2
5942,377040.71,1020624.29,368873.68
5943,429967.39,650278.39,327375.88
5944,342711.6,913132.23,241158.69
5945,432738.73,678019.55,153722.51
5946,479896.42,635836.87,229945.01
5947,542626.64,705538.44,242365.1
5948,260294.04,938438.27,209087.39
5949,279572,783526.25,240900.29
5950,357441.83,814935.73,194484.35
5951,300841.11,958413.65,255808.19
5952,352650.19,1033186.11,215903.29
5953,368870.79,801830.79,212600.42
5954,389120.86,814467.18,155590.49
5955,372197.78,955670.12,349805.21
5956,422890.91,777447.05,199125.12
5957,395036.66,852313.56,252006.2
5958,340500.46,986920.71,157258.03
5959,338910.99,912844.54,232112.81
5960,360000.74,992023.9,205019.21
5961,350834.13,761649.76,200196.21
5962,290462.93,890658.71,277167.07
5963,419448.36,875720.6,196417.26
5964,361634.37,775441.74,214816.03
5965,341832.16,693287.21,182789.92
5966,385375.37,662814.9,192374.16
5967,409702.56,859939.51,276819.45
5968,451064.57,849859.63,194867.15
5969,363714.99,601530.98,230603.34
5970,354552.04,813186.44,242539.66
5971,432808.54,842304.23,317925.16
5972,374059.74,604505.63,201806.6
5973,339037.02,844451.96,249354.18
5974,442577.28,658254.32,243662.68
5975,326693.05,866694.98,308565.06
5976,268328.96,737915.39,177714.89
5977,464427.42,973737.37,231744.71
5978,332202.92,810987.59,217022.84
5979,248041.4,918919.21,223516.41
5980,306130.5,788439.89,235289.81
5981,386168.76,818975.53,173459.11
5982,420129.82,640266.64,281540.28
5983,353319.7,755053.71,322154.37
5984,391861.43,918431.29,361916.43
5985,258999.34,833418.17,242728.13
5986,290677.24,958372.94,195368.14
5987,301395.27,839513.89,258515.57
5988,294522.97,735689.85,191409.58
5989,315773.02,632500.63,232220.88
5990,421843.59,1015988.01,303587.05
5991,368909.75,772794.06,231032.53
5992,332070.3,861620.08,234322.13
5993,371270.53,673588.18,296574.92
5994,376158.15,763713.02,269423.85
5995,380299.16,798419.78,204937.33
5996,349311.33,935976.04,168148.01
5997,382534.88,723379.48,301719.69
5998,489488.49,705941.48,291276.44
5999,420508.47,784618.83,282811.13
6000,414095.25,781733.18,186000.29
6001,337076.79,737003.27,178723.8
6002,482347.08,746068.43,171601.7
6003,373157.47,734550.18,157103.24
6004,397080.8,778158.93,202754.92
6005,363280.55,878700.37,258100.75
6006,239905.05,716846.4,149247.74
6007,360436.54,1008433.12,277150.8
6008,402886.21,763482.71,205310.5
6009,379687.92,790362.98,208692.75
6010,406672.38,778614.14,187290.01
6011,308022.11,841330.22,220548.92
6012,341184.83,762398.19,222596.06
6013,349149.93,793006.85,211680.11
6014,395954.18,742299.03,203078.5
6015,428780.97,811441.23,261622.36
6016,349528.54,752036.91,207349.43
6017,266321.29,917734.98,253716.6
6018,462236.46,789867.41,358735.17
6019,561044.83,668400.58,210060.34
6020,461608.96,801687.32,189491.22
6021,376729.08,952147.51,230698.12
6022,396975.11,853965.69,244074.84
6023,394782.44,851834.72,349239.79
6024,412603.11,618560.1,187025.78
6025,452561.41,935707.33,277221.93
6026,413686.2,667838.88,183693.88
6027,302837.92,585119.66,166466.62
6028,547018.36,774399,209662.52
6029,364084.23,787916.43,356704.19
6030,326827.86,688805.11,179911.58
6031,334776.27,824085.71,310717.27
6032,364523.86,674548.61,217152.35
6033,374188.2,693091.74,203179.93
6034,412591.61,903810.21,337595.58
6035,345362,716296.07,220711.15
6036,356244.01,765076.03,407134.05
6037,345094.93,728403.1,216959.42
6038,319565.59,842372.81,199446.01
6039,322430.41,628444.64,250346.29
6040,340063.23,673497.86,230318.48
6041,438570.46,813823.24,258655.81
6042,405719.86,774116.92,197721.72
6043,305766.13,870623.89,165558.73
6044,378564.31,885725.52,262354.16
6045,320222.34,735368.54,192081.57
6046,303875.4,786257.86,203172.83
6047,291082.23,890578.07,220379.21
6048,352765.93,813370.04,183569.82
6049,355566.98,736271.91,253089.3
6050,454805.52,970049.28,177470.76
6051,319826.96,761050.43,210895.81
6052,519071.45,901885.4,198187.63
6053,491175.65,740408.68,372678.68
6054,368370.69,862351.12,216546.43
6055,397123.26,689443.96,253926.12
6056,338626.53,840428.47,150621.93
6057,508829.18,716335.26,290647.08
6058,351259.27,1099964.74,188685.8
6059,414570.72,912784.46,232067.05
6060,297896.87,798424.34,294559.02
6061,383206.05,868817.8,224905.29
6062,382029.71,702013.95,190176.61
6063,383614.5,923294.47,302575.06
6064,359834.46,719117.52,217061.7
6065,409999.35,874817.39,245772.43
6066,359040.35,769824.53,190064.1
6067,473482.57,695207.58,204759.03
6068,629436.98,755025.41,174008.71
6069,511697.91,641486.06,348506.22
6070,461319.15,823713.44,230038.45
6071,333058.53,664051.28,254702.17
6072,386871.73,696001.88,277092.92
6073,453145.66,695565.88,188779.17
6074,376158.17,821452.9,203621.91
6075,269369.81,701358.56,180917.23
6076,362272.71,1068567.41,206126.97
6077,360318.78,712734.28,315596.25
6078,313992.37,758923.69,231005.06
6079,345809.27,742210.66,184095.84
6080,504732.87,851227.8,224363.93
6081,283606.01,928830.18,215149.02
6082,309621.36,751708.38,193562
6083,455917.79,714794.7,219730.22
6084,339536.73,731317.84,173767.55
6085,369755.55,645682.84,216211.78
6086,429267.98,764742.07,200816.9
6087,382719.3,733659.56,199233.84
6088,339937.46,951101.35,204234.46
6089,305801.29,815677.05,187733.88
6090,308891.93,708047.38,310194.94
6091,332976.44,647934.89,191799.82
6092,335094.02,854542.13,186422.59
6093,356561.58,703284.28,164123.22
6094,347390.64,750163.41,231927.3
6095,279403.95,754642.29,242928.27
6096,550137.43,759084.41,246176.75
6097,358190.55,821451.01,222762.55
6098,392116.64,737505.4,225659.81
6099,333047.92,715208.71,296607.82
6100,525224.29,707987.14,186260.85
6101,273162.15,743451.81,216034.14
6102,373501.5,689406.13,204152.73
6103,343228.95,833751.29,156028.01
6104,376324.44,681185.91,258226.53
6105,452461.29,864209.03,229517.65
6106,464096.18,741475.21,189962.92
6107,380122.39,698837.84,174545.13
6108,429016.32,753222.81,181654
6109,635282.27,686375.64,275209.43
6110,352888.1,760767.35,212287.24
6111,341808.27,756066.96,177456.1
6112,456616.72,783348.09,170629.46
6113,386132.02,614004.75,230768.74
6114,401104.39,788411.03,244478.16
6115,304768.29,805854.85,203674.31
6116,384955.43,711253.01,271964.11
6117,340567.12,825194.69,301666.53
6118,372494.08,799729.66,236931.25
6119,379256.11,723517.63,237250.89
6120,410644.48,666683.31,266604.92
6121,377514.82,644349.06,219833.83
6122,324356.94,785041.79,189475.29
6123,350977.88,650613.27,225648.97
6124,467180.28,644655.33,269654.79
6125,342908,709678.85,211054.96
6126,365740.11,732458.73,244298.64
6127,251788.71,680387.96,269392.55
6128,344152.33,822051.49,236126.07
6129,355590.64,654823.09,150123.2
6130,350616.66,772982.62,153519.37
6131,353522.82,785540.96,204826.03
6132,413196.73,778012.05,240246.69
6133,407777.37,749291.09,192282.62
6134,267433.54,655886.5,259967.69
6135,494044.5,726109.9,262537.31
6136,273203.48,834145.54,327962.45
6137,313177.49,996483.03,277271.45
6138,347970.59,865692.07,213590.77
6139,376620.69,745731.98,225249.77
6140,483568.2,717420,196237.9
6141,398436.58,799605.53,160252.26
6142,415513.41,689932.93,331273.59
6143,291469.44,811874.9,218226.4
6144,541908.73,969290.74,168479.49
6145,351823.95,686134.94,357188.44
6146,476967.76,870954.61,283092.22
6147,338973.67,653486.59,214373.25
6148,411907.6,919330.92,225827.24
6149,383639.6,841962.83,176401.1
6150,353660.56,780953.02,180213.85
6151,335193.51,589202.75,313835.97
6152,340891.49,806063.65,190241.58
6153,361373.85,847848.25,203214.82
6154,452787.3,751915.31,343157.02
6155,307447.89,763058.59,268905.71
6156,427708.63,831545.88,210656.19
6157,497771.9,750328.93,224729
6158,396779.66,716889.3,198220.4
6159,345538.89,816345.81,235669.98
6160,319775.38,686094.07,328378.12
6161,328633.97,857446.41,441481.75
6162,312783.11,745135.3,244515.69
6163,372714.94,791302.25,175502.8
6164,252861.1,725019.38,204243.76
6165,320123.57,802660.65,220632.94
6166,451626.42,771837.54,192425.97
6167,366497.62,744335.66,278718.74
6168,299702.71,846587.13,207657
6169,353980.45,901483.88,350638.49
6170,366126.91,835980.81,296360.67
6171,346343.95,932103.46,215902.68
6172,292223.1,919675.97,260899.22
6173,277941.08,958256.69,259035.88
6174,399503.51,575044.69,204075.27
6175,287918.07,794369.81,218325.45
6176,367090.39,817700.97,183049.66
6177,420714.45,771473,209532.82
6178,404237.32,672300.53,258770.12
6179,324062.48,619404.53,285725.04
6180,417588.69,912129.27,375014.14
6181,342599.05,802988.91,190242.46
6182,373404.24,720027.69,183659.72
6183,365144.37,762466.12,206549.26
6184,306811.77,787194.28,269033.52
6185,321693.96,956535.79,209451.86
6186,401148.06,864362.59,186316.6
6187,432436.43,826549.76,252497.39
6188,364496.78,825958.44,206181.13
6189,542831.94,742671.04,193732.55
6190,355090.27,723842.15,235250.35
6191,353251.54,782386.31,207645.47
6192,332922.57,646338.56,219406.46
6193,425462.52,702173.56,270846.25
6194,429433.79,808598.46,205795.95
6195,383545.78,807677.58,199906.81
6196,309406.74,676978.57,147252.78
6197,396646.94,696954.34,177163.62
6198,341204.75,674909.41,241382.27
6199,441281.39,723777.46,284780.16
6200,432453.41,767096.37,347328.04
6201,377420.15,860179.28,200052.97
6202,367486.7,701902.96,165627.5
6203,297941.36,880159.19,164265.38
6204,516251.42,657231.98,280649.79
6205,342433.45,734474.18,166396.79
6206,295804.15,709147.88,239740.54
6207,465008.05,652600.73,220631.32
6208,398364.67,826468.49,221913.03
6209,404123.38,694708.59,147446.93
6210,326064.77,584950.82,318569.51
6211,275535.54,816625.62,292027.04
6212,537394.78,712380.42,212054.4
6213,409012.09,894796.15,212812.77
6214,344482.84,1197149.01,327748.13
6215,369075.97,907664.37,213984.74
6216,359280.27,859887.15,209104.55
6217,301979.73,641556.24,237786
6218,355487.78,775384.08,356129.19
6219,407744.99,859672.61,255899.99
6220,444613.9,702193.81,194005.5
6221,524731.12,804014.44,265046.21
6222,397615.63,750900.53,309571.46
6223,339642,664126.65,388124.4
6224,427610.79,769655.43,230460.81
6225,315612.89,732774.22,333311.73
6226,366675.11,710675.09,246523.53
6227,510403.49,635231.61,157144.65
6228,327267.39,707564.56,202760.03
6229,292911.98,824054.86,227118.79
6230,422528.77,828792.1,232411.95
6231,434896.53,758414.54,208012.33
6232,408810.47,806161.37,239537.62
6233,406113.65,760167.14,194071.95
6234,370401.26,803117.08,301095.48
6235,343294.07,778650.81,261006.62
6236,543590.98,713863.34,256118.6
6237,395863.36,708267.56,206175.36
6238,313342.25,764849.46,368735.11
6239,357820.68,765924.39,232900.35
6240,244140.21,920971.11,194358.65
6241,390557.19,876629.74,134781.54
6242,440542.58,707952.79,245754.68
6243,327845.75,863850.54,216349.06
6244,412766.67,781050.19,278106.66
6245,351971.73,778439.7,258443.25
6246,314339.4,934994.94,154796.26
6247,349974.65,729790.38,192018.84
6248,311788.93,914408.34,198099.96
6249,289244.55,697197.95,217066.29
6250,310813.6,668854.49,283639.77
6251,311073.79,748463.69,233195.76
6252,494970.3,678582.2,187150.41
6253,518236.49,697972.37,206834.18
6254,418626.81,881092.39,284418.63
6255,371230.59,626529.2,265614.88
6256,291926.11,715657.39,197460.81
6257,486633.22,830714.08,413565.31
6258,293206.66,759346.07,391560.61
6259,429903.87,1009860.28,242074.45
6260,382251.47,796168.12,146467.44
6261,272491.72,753728,149571.58
6262,357556.31,658252.89,246318.88
6263,362781.91,788658.01,257802.47
6264,308470.96,641138.3,230749.85
6265,271241.41,899092.24,261168.35
6266,346752.65,722526.27,172660.13
6267,377637.64,704263.33,261292.79
6268,564156.07,1057397.49,216917.37
6269,467091.92,912727.68,220591.3
6270,447534.02,897873.97,224125.59
6271,465150.66,754470.58,282591.6
6272,332414.76,802784.56,163754.39
6273,429666.9,903718.35,205740.72
6274,308505.66,793148.85,297794.65
6275,436849.7,972251.65,184199.33
6276,461068.8,874528.6,189046.71
6277,324742.79,803252.89,146508.1
6278,385982.01,694676.76,249464.6
6279,349548.22,805172.4,234226.71
6280,399517.13,739957.18,198512.42
6281,440652.95,813501.77,188415.06
6282,527194.27,821697.26,200519.36
6283,258716.87,839610.01,219529.49
6284,376215.04,685521.48,144016.92
6285,516790.2,705355.68,221295.15
6286,309209.03,815388.8,248784.62
6287,328159.34,688079.99,190680.15
6288,467900.06,696645.94,186013.04
6289,304848.07,1105281.01,184416.01
6290,312923.85,909582.01,211777.62
6291,541044.79,723661.72,221339.38
6292,375927.39,900303.27,250004.33
6293,338107.66,784355.75,174871.38
6294,354600.7,909113.04,264953.41
6295,354669.8,760905.43,229340.99
6296,440215.62,636161.33,270539.18
6297,350654.06,777812.47,173982.59
6298,387637.68,642082.69,221332.42
6299,350664.59,1008808.11,252153.71
6300,292629.86,819626.96,167118.56
6301,400322.63,895930.15,264608.71
6302,298948.98,814754.38,239516.59
6303,320753.74,873152.94,246942.77
6304,393564.24,744501.55,151339.26
6305,300009.23,866080.12,155010.09
6306,399096.98,744588.57,182820.31
6307,394782.14,901652.15,249238.88
6308,495738.08,859311.35,224358.02
6309,355939.94,768573.87,219079.32
6310,368985.32,732589.34,143566.58
6311,353012.05,735537.69,316273.61
6312,355954.59,853032.94,244713.81
6313,311695.09,678209.61,206033.08
6314,351027.04,694351.95,313314.17
6315,295645.53,737214.97,211707.91
6316,476567.52,768080.16,189581.27
6317,367503.1,782620.8,172707.27
6318,396009.55,735648.42,238769.74
6319,395475.01,918174.17,142014.25
6320,405587.79,740808.06,234280.48
6321,359348.93,714439.55,316303.17
6322,305506.95,722114.98,211593.06
6323,283158.13,757711.74,298753.35
6324,367839.9,768486.58,216153.62
6325,313543.19,743585.49,172984.41
6326,330168.72,894453.63,225918.13
6327,317026.34,797725.75,299656.08
6328,359090.96,793506.34,229993.26
6329,420254.49,778488.9,226536.08
6330,349457.24,974352.88,242438.49
6331,368713.32,712024.75,293485.98
6332,372353.24,651554,165167.84
6333,314953.87,984820.41,205958.38
6334,286225.46,690402.25,310403.31
6335,340969.81,743817.62,154020.83
6336,397557.91,768161.3,219908.57
6337,521375.39,923948.26,208303.87
6338,315357.59,947643.75,240749.67
6339,369134.09,653853.33,198891.61
6340,360111.01,841274.74,238419.67
