"theta_scenario","theta_used","sim","claim_count","agg_loss"
"theta_fitted",0.112193731328723,233,40,173437140.591148
"theta_fitted",0.112193731328723,234,62,302510718.825943
"theta_fitted",0.112193731328723,235,4,49571384.8771392
"theta_fitted",0.112193731328723,236,0,0
"theta_fitted",0.112193731328723,237,2970,12792714855.9028
"theta_fitted",0.112193731328723,238,4061,17922479832.3365
"theta_fitted",0.112193731328723,239,4491,19676458210.6515
"theta_fitted",0.112193731328723,240,399,1856160001.74529
"theta_fitted",0.112193731328723,241,7522,33259981232.9783
"theta_fitted",0.112193731328723,242,449,1741001377.5004
"theta_fitted",0.112193731328723,243,1547,6564117970.79918
"theta_fitted",0.112193731328723,244,13,54643441.9153899
"theta_fitted",0.112193731328723,245,1173,5357389433.99981
"theta_fitted",0.112193731328723,246,680,2815899298.14967
"theta_fitted",0.112193731328723,247,1,1933144.65288038
"theta_fitted",0.112193731328723,248,9,25184672.7118526
"theta_fitted",0.112193731328723,249,0,0
"theta_fitted",0.112193731328723,250,58700,257437857299.577
"theta_fitted",0.112193731328723,251,117,467061710.513781
"theta_fitted",0.112193731328723,252,1405,5742339494.17782
"theta_fitted",0.112193731328723,253,1418,6242178743.68145
"theta_fitted",0.112193731328723,254,94,356559620.180235
"theta_fitted",0.112193731328723,255,2126,9726642509.40639
"theta_fitted",0.112193731328723,256,4452,19969194403.3345
"theta_fitted",0.112193731328723,257,2046,8769320014.87259
"theta_fitted",0.112193731328723,258,384,1775828243.6251
"theta_fitted",0.112193731328723,259,43,219611092.619522
"theta_fitted",0.112193731328723,260,314,1328326430.89495
"theta_fitted",0.112193731328723,261,541,2273498597.04795
"theta_fitted",0.112193731328723,262,865,3441527497.82688
"theta_fitted",0.112193731328723,263,6530,28572005201.3987
"theta_fitted",0.112193731328723,264,3334,14492740196.4697
"theta_fitted",0.112193731328723,265,7651,35014735435.2747
"theta_fitted",0.112193731328723,266,1370,6132924151.0591
"theta_fitted",0.112193731328723,267,192,737047360.937694
"theta_fitted",0.112193731328723,268,2531,11176537043.1488
"theta_fitted",0.112193731328723,269,2272,10628169377.5429
"theta_fitted",0.112193731328723,270,748,3410274109.49591
"theta_fitted",0.112193731328723,271,1004,4904302610.7207
"theta_fitted",0.112193731328723,272,17464,76449880475.1774
"theta_fitted",0.112193731328723,273,15965,70573734139.509
"theta_fitted",0.112193731328723,274,608,2580703197.23251
"theta_fitted",0.112193731328723,275,23,112374093.93953
"theta_fitted",0.112193731328723,276,1517,6147589448.41591
"theta_fitted",0.112193731328723,277,281,1094255626.7441
"theta_fitted",0.112193731328723,278,1004,4767982489.94353
"theta_fitted",0.112193731328723,279,2045,9079808858.17822
"theta_fitted",0.112193731328723,280,0,0
"theta_fitted",0.112193731328723,281,58,222452586.173576
"theta_fitted",0.112193731328723,282,287,1155217559.19298
"theta_fitted",0.112193731328723,283,12897,57320862081.1221
"theta_fitted",0.112193731328723,284,2209,9491975660.35563
"theta_fitted",0.112193731328723,285,493,1856383243.51793
"theta_fitted",0.112193731328723,286,52015,228028374030.642
"theta_fitted",0.112193731328723,287,11,36678345.0635373
"theta_fitted",0.112193731328723,288,0,0
"theta_fitted",0.112193731328723,289,2243,9729313581.31084
"theta_fitted",0.112193731328723,290,2343,9810262967.16521
"theta_fitted",0.112193731328723,291,631,2740459287.8363
"theta_fitted",0.112193731328723,292,1046,4223611988.16739
"theta_fitted",0.112193731328723,293,1,1165216.47873217
"theta_fitted",0.112193731328723,294,160,809675463.180849
"theta_fitted",0.112193731328723,295,1216,5307470574.48598
"theta_fitted",0.112193731328723,296,7963,35871132550.1977
"theta_fitted",0.112193731328723,297,46,156296973.730585
"theta_fitted",0.112193731328723,298,80,320730173.698875
"theta_fitted",0.112193731328723,299,99,315861804.175081
"theta_fitted",0.112193731328723,300,271,1411310325.12685
"theta_fitted",0.112193731328723,301,2590,10909183284.0653
"theta_fitted",0.112193731328723,302,917,4026296564.72545
"theta_fitted",0.112193731328723,303,864,4175542341.7141
"theta_fitted",0.112193731328723,304,50,214835475.607196
"theta_fitted",0.112193731328723,305,0,0
"theta_fitted",0.112193731328723,306,50,222271225.013869
"theta_fitted",0.112193731328723,307,97,393418986.365305
"theta_fitted",0.112193731328723,308,13910,60671433190.5659
"theta_fitted",0.112193731328723,309,60243,265414233486.139
"theta_fitted",0.112193731328723,310,553,2249633729.54073
"theta_fitted",0.112193731328723,311,86,285355544.341446
"theta_fitted",0.112193731328723,312,93,446555056.956758
"theta_fitted",0.112193731328723,313,53,218101619.014728
"theta_fitted",0.112193731328723,314,0,0
"theta_fitted",0.112193731328723,315,1980,8568775430.81012
"theta_fitted",0.112193731328723,316,5786,25249258920.4681
"theta_fitted",0.112193731328723,317,11152,49886038480.3115
"theta_fitted",0.112193731328723,318,159,700368036.859621
"theta_fitted",0.112193731328723,319,4432,19089521354.8453
"theta_fitted",0.112193731328723,320,2,2765211.33726469
"theta_fitted",0.112193731328723,321,5356,24074719559.4345
"theta_fitted",0.112193731328723,322,126,550637314.233435
"theta_fitted",0.112193731328723,323,766,3540781759.14711
"theta_fitted",0.112193731328723,324,614,2633547004.61841
"theta_fitted",0.112193731328723,325,2949,13274373519.3476
"theta_fitted",0.112193731328723,326,70,290400277.650895
"theta_fitted",0.112193731328723,327,182,856866632.193815
"theta_fitted",0.112193731328723,328,1084,4534522037.54825
"theta_fitted",0.112193731328723,329,10119,43263170412.2135
"theta_fitted",0.112193731328723,330,8,27638995.1484034
"theta_fitted",0.112193731328723,331,2258,9755956904.81029
"theta_fitted",0.112193731328723,332,1323,6143484462.7155
"theta_fitted",0.112193731328723,333,114,467028882.737117
"theta_fitted",0.112193731328723,334,841,3438861816.34839
"theta_fitted",0.112193731328723,335,6207,28051392745.827
"theta_fitted",0.112193731328723,336,988,4253929662.53777
"theta_fitted",0.112193731328723,337,1091,4692850651.52203
"theta_fitted",0.112193731328723,338,4032,17682530590.2958
"theta_fitted",0.112193731328723,339,33,74516586.2538637
"theta_fitted",0.112193731328723,340,57,268754944.129741
"theta_fitted",0.112193731328723,341,391,1618711976.96256
"theta_fitted",0.112193731328723,342,500,2368545132.00787
"theta_fitted",0.112193731328723,343,2734,11577921328.7074
"theta_fitted",0.112193731328723,344,18733,80216077617.1813
"theta_fitted",0.112193731328723,345,780,3269841093.36681
"theta_fitted",0.112193731328723,346,28,98023431.9563671
"theta_fitted",0.112193731328723,347,19529,83481199077.4749
"theta_fitted",0.112193731328723,348,18175,79907208594.9795
"theta_fitted",0.112193731328723,349,400,1582419602.1607
"theta_fitted",0.112193731328723,350,123,516021014.245254
"theta_fitted",0.112193731328723,351,1927,8243077502.51048
"theta_fitted",0.112193731328723,352,5,4264137.75151217
"theta_fitted",0.112193731328723,353,3,6320295.17556125
"theta_fitted",0.112193731328723,354,7348,33783081462.3099
"theta_fitted",0.112193731328723,355,75,386215531.811427
"theta_fitted",0.112193731328723,356,3541,15825141457.6552
"theta_fitted",0.112193731328723,357,4293,19538453628.4866
"theta_fitted",0.112193731328723,358,1601,7061779749.48902
"theta_fitted",0.112193731328723,359,91,412587111.143532
"theta_fitted",0.112193731328723,360,1016,4393685824.1256
"theta_fitted",0.112193731328723,361,4,13040007.5916163
"theta_fitted",0.112193731328723,362,1394,6039038355.18313
"theta_fitted",0.112193731328723,363,486,2129207721.26561
"theta_fitted",0.112193731328723,364,14,36661567.0648819
"theta_fitted",0.112193731328723,365,4954,21457334082.1546
"theta_fitted",0.112193731328723,366,17241,75323415014.1363
"theta_fitted",0.112193731328723,367,4589,21049621686.5794
"theta_fitted",0.112193731328723,368,20664,90844027230.3408
"theta_fitted",0.112193731328723,369,2959,12945087268.6656
"theta_fitted",0.112193731328723,370,1376,5623228057.2076
"theta_fitted",0.112193731328723,371,17449,78220705166.7559
"theta_fitted",0.112193731328723,372,8981,38503747340.4737
"theta_fitted",0.112193731328723,373,2063,9266396882.31318
"theta_fitted",0.112193731328723,374,98,572293094.211118
"theta_fitted",0.112193731328723,375,232,977622547.338285
"theta_fitted",0.112193731328723,376,1307,5162718405.68271
"theta_fitted",0.112193731328723,377,17361,77104406958.1967
"theta_fitted",0.112193731328723,378,10,60287204.1558702
"theta_fitted",0.112193731328723,379,0,0
"theta_fitted",0.112193731328723,380,1902,8147307772.57751
"theta_fitted",0.112193731328723,381,8862,39286575292.3605
"theta_fitted",0.112193731328723,382,13944,60184976943.3192
"theta_fitted",0.112193731328723,383,18607,81325775178.1133
"theta_fitted",0.112193731328723,384,289,1407714077.01059
"theta_fitted",0.112193731328723,385,293,1440837708.74208
"theta_fitted",0.112193731328723,386,467,2075122214.1782
"theta_fitted",0.112193731328723,387,409,1704168837.07818
"theta_fitted",0.112193731328723,388,46,230335747.999399
"theta_fitted",0.112193731328723,389,2877,12615748379.7051
"theta_fitted",0.112193731328723,390,255,971116163.959635
"theta_fitted",0.112193731328723,391,333,1419741206.53334
"theta_fitted",0.112193731328723,392,15,74921743.8172006
"theta_fitted",0.112193731328723,393,105,509532256.157926
"theta_fitted",0.112193731328723,394,5350,23943702941.8837
"theta_fitted",0.112193731328723,395,1296,5705317912.40883
"theta_fitted",0.112193731328723,396,21869,95887874030.0971
"theta_fitted",0.112193731328723,397,150,688985688.232289
"theta_fitted",0.112193731328723,398,884,4039334528.90527
"theta_fitted",0.112193731328723,399,624,3032560730.23024
"theta_fitted",0.112193731328723,400,318,1220865953.70703
"theta_fitted",0.112193731328723,401,7774,34175223740.2315
"theta_fitted",0.112193731328723,402,1016,4819484449.57556
"theta_fitted",0.112193731328723,403,34641,150525481266.591
"theta_fitted",0.112193731328723,404,5382,24555078906.8123
"theta_fitted",0.112193731328723,405,922,3704089233.57519
"theta_fitted",0.112193731328723,406,2299,9972740851.68156
"theta_fitted",0.112193731328723,407,4560,19747174025.5786
"theta_fitted",0.112193731328723,408,22532,96599511578.9949
"theta_fitted",0.112193731328723,409,436,2437900768.54999
"theta_fitted",0.112193731328723,410,2565,11002461763.6322
"theta_fitted",0.112193731328723,411,0,0
"theta_fitted",0.112193731328723,412,1,9636520.50415717
"theta_fitted",0.112193731328723,413,39619,174757330017.302
"theta_fitted",0.112193731328723,414,5155,22335186584.9938
"theta_fitted",0.112193731328723,415,11667,50869465055.1571
"theta_fitted",0.112193731328723,416,3460,14983520129.5897
"theta_fitted",0.112193731328723,417,4588,20340645373.5362
"theta_fitted",0.112193731328723,418,1380,6144983407.76843
"theta_fitted",0.112193731328723,419,46,185407056.944508
"theta_fitted",0.112193731328723,420,616,2709513830.86748
"theta_fitted",0.112193731328723,421,8991,40044924092.7872
"theta_fitted",0.112193731328723,422,312,1332812298.66171
"theta_fitted",0.112193731328723,423,87,432987257.039682
"theta_fitted",0.112193731328723,424,1159,5041979218.94303
"theta_fitted",0.112193731328723,425,1822,8663245896.24352
"theta_fitted",0.112193731328723,426,13,47295329.4071642
"theta_fitted",0.112193731328723,427,1531,6279441653.76721
"theta_fitted",0.112193731328723,428,893,3918285838.45303
"theta_fitted",0.112193731328723,429,456,2026217365.64938
"theta_fitted",0.112193731328723,430,254,1236236447.61467
"theta_fitted",0.112193731328723,431,475,2067910392.0271
"theta_fitted",0.112193731328723,432,1513,6787570466.9432
"theta_fitted",0.112193731328723,433,946,4194370656.44119
"theta_fitted",0.112193731328723,434,8,4039049.31896841
"theta_fitted",0.112193731328723,435,4080,17614812026.4158
"theta_fitted",0.112193731328723,436,601,2786589440.64745
"theta_fitted",0.112193731328723,437,0,0
"theta_fitted",0.112193731328723,438,1117,5222992801.96566
"theta_fitted",0.112193731328723,439,0,0
"theta_fitted",0.112193731328723,440,16209,69730638882.4456
"theta_fitted",0.112193731328723,441,1776,8375892995.8606
"theta_fitted",0.112193731328723,442,1466,6669236057.54109
"theta_fitted",0.112193731328723,443,0,0
"theta_fitted",0.112193731328723,444,2706,11696150545.8918
"theta_fitted",0.112193731328723,445,1414,6175630239.42058
"theta_fitted",0.112193731328723,446,2014,8833232668.3832
"theta_fitted",0.112193731328723,447,10925,48235729085.6879
"theta_fitted",0.112193731328723,448,8750,37364458562.7194
"theta_fitted",0.112193731328723,449,3768,16293427580.1137
"theta_fitted",0.112193731328723,450,865,3397620577.28325
"theta_fitted",0.112193731328723,451,2,29472135.9775229
"theta_fitted",0.112193731328723,452,57,254258520.723312
"theta_fitted",0.112193731328723,453,249,1077244310.63582
"theta_fitted",0.112193731328723,454,8474,36971156208.8566
"theta_fitted",0.112193731328723,455,5785,25330591459.442
"theta_fitted",0.112193731328723,456,479,1868059140.37486
"theta_fitted",0.112193731328723,457,60,267963151.196054
"theta_fitted",0.112193731328723,458,138,558715823.810121
"theta_fitted",0.112193731328723,459,18612,80857899730.2477
"theta_fitted",0.112193731328723,460,796,3137533799.57164
"theta_fitted",0.112193731328723,461,1717,7593887823.59314
"theta_fitted",0.112193731328723,462,69,257288974.516258
"theta_fitted",0.112193731328723,463,349,1346283033.2848
"theta_fitted",0.112193731328723,464,17050,75374372107.5058
"theta_fitted",0.112193731328723,465,223,976032825.829263
"theta_fitted",0.112193731328723,466,9630,43455701500.7249
"theta_fitted",0.112193731328723,467,176,802553882.210031
"theta_fitted",0.112193731328723,468,30,302231385.273856
"theta_fitted",0.112193731328723,469,6611,29061912025.96
"theta_fitted",0.112193731328723,470,647,2561410395.54608
"theta_fitted",0.112193731328723,471,78,353546050.904224
"theta_fitted",0.112193731328723,472,856,3753622906.48617
"theta_fitted",0.112193731328723,473,560,2637530176.33336
"theta_fitted",0.112193731328723,474,3135,14701846920.7624
"theta_fitted",0.112193731328723,475,1154,5312763729.79868
"theta_fitted",0.112193731328723,476,81,347052868.881819
"theta_fitted",0.112193731328723,477,22731,100312668071.194
"theta_fitted",0.112193731328723,478,3053,13505827871.7922
"theta_fitted",0.112193731328723,479,232,964153977.970237
"theta_fitted",0.112193731328723,480,3127,12991779176.3
"theta_fitted",0.112193731328723,481,45,134391082.002462
"theta_fitted",0.112193731328723,482,719,2921405658.40465
"theta_fitted",0.112193731328723,483,2,6544254.17003037
"theta_fitted",0.112193731328723,484,6612,28227840913.125
"theta_fitted",0.112193731328723,485,47,153777901.552021
"theta_fitted",0.112193731328723,486,2793,12363834768.852
"theta_fitted",0.112193731328723,487,10198,44367201069.9599
"theta_fitted",0.112193731328723,488,10954,48384518323.6771
"theta_fitted",0.112193731328723,489,143,560848284.626968
"theta_fitted",0.112193731328723,490,2639,11043761693.2045
"theta_fitted",0.112193731328723,491,522,2078872826.48601
"theta_fitted",0.112193731328723,492,13171,57338007554.1675
"theta_fitted",0.112193731328723,493,109,424731142.870711
"theta_fitted",0.112193731328723,494,1656,7123661526.48986
"theta_fitted",0.112193731328723,495,308,1700820220.88465
"theta_fitted",0.112193731328723,496,409,1719407798.35627
"theta_fitted",0.112193731328723,497,4032,18114889960.6209
"theta_fitted",0.112193731328723,498,496,1939318874.99622
"theta_fitted",0.112193731328723,499,5523,24386503046.2789
"theta_fitted",0.112193731328723,500,96,396247186.357034
"theta_fitted",0.112193731328723,501,0,0
"theta_fitted",0.112193731328723,502,308,1270324412.52591
"theta_fitted",0.112193731328723,503,239,944498447.680453
"theta_fitted",0.112193731328723,504,7263,31020491128.0465
"theta_fitted",0.112193731328723,505,411,1748390013.62282
"theta_fitted",0.112193731328723,506,1370,5955468787.98129
"theta_fitted",0.112193731328723,507,159,651292513.921575
"theta_fitted",0.112193731328723,508,122,442244649.513525
"theta_fitted",0.112193731328723,509,5201,23423053707.7368
"theta_fitted",0.112193731328723,510,9283,42137327278.0054
"theta_fitted",0.112193731328723,511,74,378912232.577431
"theta_fitted",0.112193731328723,512,1714,7536994686.57494
"theta_fitted",0.112193731328723,513,36102,156128667970.415
"theta_fitted",0.112193731328723,514,5704,24781701633.1587
"theta_fitted",0.112193731328723,515,11,100532545.477088
"theta_fitted",0.112193731328723,516,21590,95389929684.5497
"theta_fitted",0.112193731328723,517,2832,12812674483.7813
"theta_fitted",0.112193731328723,518,6713,29501219068.0512
"theta_fitted",0.112193731328723,519,1179,5042181033.59289
"theta_fitted",0.112193731328723,520,3,16364264.297208
"theta_fitted",0.112193731328723,521,8283,36122781841.7475
"theta_fitted",0.112193731328723,522,781,3216264306.92431
"theta_fitted",0.112193731328723,523,41434,181490761143.797
"theta_fitted",0.112193731328723,524,6,42522760.2936497
"theta_fitted",0.112193731328723,525,1042,4149484412.70201
"theta_fitted",0.112193731328723,526,33172,144181752057.711
"theta_fitted",0.112193731328723,527,6459,28309437370.4287
"theta_fitted",0.112193731328723,528,1190,5478359793.84943
"theta_fitted",0.112193731328723,529,20728,92098766279.4952
"theta_fitted",0.112193731328723,530,287,1202336545.93016
"theta_fitted",0.112193731328723,531,18,131528349.922584
"theta_fitted",0.112193731328723,532,1492,6697617222.08047
"theta_fitted",0.112193731328723,533,1855,7619495181.11138
"theta_fitted",0.112193731328723,534,6840,29658761134.7915
"theta_fitted",0.112193731328723,535,48,294650465.800937
"theta_fitted",0.112193731328723,536,2256,9928429551.36002
"theta_fitted",0.112193731328723,537,401,1784881194.02738
"theta_fitted",0.112193731328723,538,3,6950426.84697532
"theta_fitted",0.112193731328723,539,0,0
"theta_fitted",0.112193731328723,540,12635,55284169101.8844
"theta_fitted",0.112193731328723,541,1761,7575516950.37557
"theta_fitted",0.112193731328723,542,1195,5328462920.89859
"theta_fitted",0.112193731328723,543,126,488720727.92018
"theta_fitted",0.112193731328723,544,1877,8019712444.71626
"theta_fitted",0.112193731328723,545,7348,33348858051.7657
"theta_fitted",0.112193731328723,546,696,3034094812.06495
"theta_fitted",0.112193731328723,547,223,1184747709.52703
"theta_fitted",0.112193731328723,548,2848,12339942617.5065
"theta_fitted",0.112193731328723,549,16,38822504.2088141
"theta_fitted",0.112193731328723,550,3812,16706510001.8147
"theta_fitted",0.112193731328723,551,6284,26899031013.8077
"theta_fitted",0.112193731328723,552,187,801677159.109849
"theta_fitted",0.112193731328723,553,462,2143916627.88739
"theta_fitted",0.112193731328723,554,2517,10524747305.5745
"theta_fitted",0.112193731328723,555,3,9507587.98748274
"theta_fitted",0.112193731328723,556,101,463081548.536223
"theta_fitted",0.112193731328723,557,12755,54446083199.5185
"theta_fitted",0.112193731328723,558,0,0
"theta_fitted",0.112193731328723,559,19305,81876518030.3178
"theta_fitted",0.112193731328723,560,605,2557136475.34081
"theta_fitted",0.112193731328723,561,2842,11807602278.1491
"theta_fitted",0.112193731328723,562,8477,37925573173.8295
"theta_fitted",0.112193731328723,563,0,0
"theta_fitted",0.112193731328723,564,502,2420732459.04294
"theta_fitted",0.112193731328723,565,5443,23691660490.3783
"theta_fitted",0.112193731328723,566,1119,5069962799.51816
"theta_fitted",0.112193731328723,567,3468,14783764316.0543
"theta_fitted",0.112193731328723,568,1009,4349682469.49459
"theta_fitted",0.112193731328723,569,6316,26807502248.5198
"theta_fitted",0.112193731328723,570,13459,58957744021.3116
"theta_fitted",0.112193731328723,571,1,696164.342645568
"theta_fitted",0.112193731328723,572,1299,5605631649.03402
"theta_fitted",0.112193731328723,573,3152,13735627924.0706
"theta_fitted",0.112193731328723,574,26632,116478888807.226
"theta_fitted",0.112193731328723,575,683,2985670876.1816
"theta_fitted",0.112193731328723,576,10868,48779421783.2504
"theta_fitted",0.112193731328723,577,112,493893035.578607
"theta_fitted",0.112193731328723,578,15572,69497542219.3572
"theta_fitted",0.112193731328723,579,33,226976377.544761
"theta_fitted",0.112193731328723,580,331,1371752775.58661
"theta_fitted",0.112193731328723,581,2567,11176632715.4109
"theta_fitted",0.112193731328723,582,472,2090920798.33839
"theta_fitted",0.112193731328723,583,693,3242334015.22379
"theta_fitted",0.112193731328723,584,5636,24264694186.2106
"theta_fitted",0.112193731328723,585,2,3357699.86141915
"theta_fitted",0.112193731328723,586,314,1310824157.16267
"theta_fitted",0.112193731328723,587,1611,7045184825.76746
"theta_fitted",0.112193731328723,588,2004,8656317184.62033
"theta_fitted",0.112193731328723,589,1,8959161.89810303
"theta_fitted",0.112193731328723,590,518,2106174150.9176
"theta_fitted",0.112193731328723,591,9866,43167625669.0977
"theta_fitted",0.112193731328723,592,12735,56356273537.7652
"theta_fitted",0.112193731328723,593,0,0
"theta_fitted",0.112193731328723,594,20,42329678.2275788
"theta_fitted",0.112193731328723,595,1,1264179.64566383
"theta_fitted",0.112193731328723,596,129,493340597.264178
"theta_fitted",0.112193731328723,597,2326,10539320904.3337
"theta_fitted",0.112193731328723,598,8083,35566186660.8504
"theta_fitted",0.112193731328723,599,923,3931983448.31759
"theta_fitted",0.112193731328723,600,3077,14544411578.7485
"theta_fitted",0.112193731328723,601,2030,9101391776.97745
"theta_fitted",0.112193731328723,602,7994,34146873227.6407
"theta_fitted",0.112193731328723,603,767,3538079863.07173
"theta_fitted",0.112193731328723,604,9429,42137374467.7883
"theta_fitted",0.112193731328723,605,1432,6051682761.1475
"theta_fitted",0.112193731328723,606,9239,40444846871.0507
"theta_fitted",0.112193731328723,607,27,77699967.9765508
"theta_fitted",0.112193731328723,608,25069,110433111224.116
"theta_fitted",0.112193731328723,609,1278,5570803141.48062
"theta_fitted",0.112193731328723,610,8449,35603893320.4192
"theta_fitted",0.112193731328723,611,4,13815364.6591531
"theta_fitted",0.112193731328723,612,9756,43660940897.713
"theta_fitted",0.112193731328723,613,6144,26673413508.4333
"theta_fitted",0.112193731328723,614,0,0
"theta_fitted",0.112193731328723,615,1716,6893246879.77262
"theta_fitted",0.112193731328723,616,264,1307251422.41001
"theta_fitted",0.112193731328723,617,1833,8088341759.09914
"theta_fitted",0.112193731328723,618,17,147877803.440217
"theta_fitted",0.112193731328723,619,125,458205943.938503
"theta_fitted",0.112193731328723,620,21215,93696833625.3656
"theta_fitted",0.112193731328723,621,15476,67043185418.5897
"theta_fitted",0.112193731328723,622,24664,108456595926.279
"theta_fitted",0.112193731328723,623,3,14750106.2339914
"theta_fitted",0.112193731328723,624,19749,85708172180.1201
"theta_fitted",0.112193731328723,625,0,0
"theta_fitted",0.112193731328723,626,0,0
"theta_fitted",0.112193731328723,627,65,317521999.404077
"theta_fitted",0.112193731328723,628,2609,11364735694.3275
"theta_fitted",0.112193731328723,629,36241,162989185619.197
"theta_fitted",0.112193731328723,630,3,7963774.16364665
"theta_fitted",0.112193731328723,631,185,773379744.700542
"theta_fitted",0.112193731328723,632,19408,82872744527.2245
"theta_fitted",0.112193731328723,633,19432,84511621087.502
"theta_fitted",0.112193731328723,634,1212,5349061125.25669
"theta_fitted",0.112193731328723,635,1,3278173.51548242
"theta_fitted",0.112193731328723,636,237,1187144234.96927
"theta_fitted",0.112193731328723,637,4588,19981762888.771
"theta_fitted",0.112193731328723,638,9676,41846067299.837
"theta_fitted",0.112193731328723,639,5100,22418546785.7021
"theta_fitted",0.112193731328723,640,13526,60803186605.7532
"theta_fitted",0.112193731328723,641,7079,30888862212.9479
"theta_fitted",0.112193731328723,642,18205,79020449778.7792
"theta_fitted",0.112193731328723,643,629,2748469807.75889
"theta_fitted",0.112193731328723,644,2684,11386811464.3611
"theta_fitted",0.112193731328723,645,728,3224367038.27462
"theta_fitted",0.112193731328723,646,7644,32796659348.9911
"theta_fitted",0.112193731328723,647,1639,6973097862.0323
"theta_fitted",0.112193731328723,648,2061,8830759981.64941
"theta_fitted",0.112193731328723,649,37277,162816678782.725
"theta_fitted",0.112193731328723,650,617,2811959487.46237
"theta_fitted",0.112193731328723,651,23,106627536.15334
"theta_fitted",0.112193731328723,652,32409,141082543369.979
"theta_fitted",0.112193731328723,653,276,1274645689.18197
"theta_fitted",0.112193731328723,654,96,398478356.527053
"theta_fitted",0.112193731328723,655,276,1256217084.52399
"theta_fitted",0.112193731328723,656,772,3269841616.16729
"theta_fitted",0.112193731328723,657,30,102108328.986018
"theta_fitted",0.112193731328723,658,528,2392059965.8924
"theta_fitted",0.112193731328723,659,6606,29484836456.4448
"theta_fitted",0.112193731328723,660,3490,15562713466.8557
"theta_fitted",0.112193731328723,661,213,1080263469.08184
"theta_fitted",0.112193731328723,662,15736,67466731616.9206
"theta_fitted",0.112193731328723,663,34013,148572294357.826
"theta_fitted",0.112193731328723,664,25,78241417.0113941
"theta_fitted",0.112193731328723,665,2570,11139791049.3017
"theta_fitted",0.112193731328723,666,13029,56130601207.8862
"theta_fitted",0.112193731328723,667,352,1529196281.72444
"theta_fitted",0.112193731328723,668,2629,11121387008.0412
"theta_fitted",0.112193731328723,669,591,2830113545.43749
"theta_fitted",0.112193731328723,670,1463,6722532440.84771
"theta_fitted",0.112193731328723,671,24927,109246792673.208
"theta_fitted",0.112193731328723,672,9299,39928233102.0512
"theta_fitted",0.112193731328723,673,506,2181153361.36798
"theta_fitted",0.112193731328723,674,20,59378894.5042919
"theta_fitted",0.112193731328723,675,230,1099663864.98127
"theta_fitted",0.112193731328723,676,3148,13153267025.3662
"theta_fitted",0.112193731328723,677,334,1364152845.46424
"theta_fitted",0.112193731328723,678,493,2053734844.43072
"theta_fitted",0.112193731328723,679,4546,19832206832.6258
"theta_fitted",0.112193731328723,680,10050,44367627188.6042
"theta_fitted",0.112193731328723,681,10769,47722031732.8587
"theta_fitted",0.112193731328723,682,1187,5134083588.35995
"theta_fitted",0.112193731328723,683,2052,8851182941.74509
"theta_fitted",0.112193731328723,684,2,13946849.0790439
"theta_fitted",0.112193731328723,685,25610,111837116614.359
"theta_fitted",0.112193731328723,686,114,443379408.357321
"theta_fitted",0.112193731328723,687,16211,70593683457.1018
"theta_fitted",0.112193731328723,688,0,0
"theta_fitted",0.112193731328723,689,77,325750325.968665
"theta_fitted",0.112193731328723,690,5052,21372778343.2418
"theta_fitted",0.112193731328723,691,23,124383016.453506
"theta_fitted",0.112193731328723,692,5432,24227464695.9468
"theta_fitted",0.112193731328723,693,1326,5359809291.78412
"theta_fitted",0.112193731328723,694,163,692975557.206864
"theta_fitted",0.112193731328723,695,20634,89882115441.8886
"theta_fitted",0.112193731328723,696,9301,39259104763.344
"theta_fitted",0.112193731328723,697,5368,24021641912.7842
"theta_fitted",0.112193731328723,698,37,126305786.302739
"theta_fitted",0.112193731328723,699,373,1741310159.87766
"theta_fitted",0.112193731328723,700,147,555211426.976155
"theta_fitted",0.112193731328723,701,744,3162736385.7027
"theta_fitted",0.112193731328723,702,3177,14276032930.3525
"theta_fitted",0.112193731328723,703,11547,49904545159.4727
"theta_fitted",0.112193731328723,704,264,1066471231.26245
"theta_fitted",0.112193731328723,705,5770,25649424804.9518
"theta_fitted",0.112193731328723,706,24,198941761.397352
"theta_fitted",0.112193731328723,707,962,3948903818.66916
"theta_fitted",0.112193731328723,708,3750,16531296514.9945
"theta_fitted",0.112193731328723,709,133,575557446.426292
"theta_fitted",0.112193731328723,710,461,1926040262.29293
"theta_fitted",0.112193731328723,711,6810,30910490889.5325
"theta_fitted",0.112193731328723,712,2,1501099.27187409
"theta_fitted",0.112193731328723,713,1172,4705272251.20342
"theta_fitted",0.112193731328723,714,3873,16422129569.3195
"theta_fitted",0.112193731328723,715,56120,244317956468.572
"theta_fitted",0.112193731328723,716,8474,37009635269.056
"theta_fitted",0.112193731328723,717,549,2096517813.40579
"theta_fitted",0.112193731328723,718,6601,29514498670.6349
"theta_fitted",0.112193731328723,719,3922,17014179977.0423
"theta_fitted",0.112193731328723,720,90,428206420.165595
"theta_fitted",0.112193731328723,721,27865,123034577270.144
"theta_fitted",0.112193731328723,722,81,511765404.400618
"theta_fitted",0.112193731328723,723,1621,7101930368.1188
"theta_fitted",0.112193731328723,724,394,1605495119.13291
"theta_fitted",0.112193731328723,725,0,0
"theta_fitted",0.112193731328723,726,0,0
"theta_fitted",0.112193731328723,727,54,292979177.199393
"theta_fitted",0.112193731328723,728,848,3497386934.6165
"theta_fitted",0.112193731328723,729,3,16878638.3621182
"theta_fitted",0.112193731328723,730,2549,10821733211.5921
