"sim","Field Operations","Heavy Operations","Office/Admin","Technical"
5802,527522.74,562230.89,27540.42,575567.94
5803,467328.93,307875.67,54651.96,441423.38
5804,366328.88,413181.4,44857.35,486996.43
5805,438255.51,419101.06,29789.59,443867.39
5806,425613.29,457977.64,40018.2,501541.37
5807,346466.34,556012.89,27350.56,314014.54
5808,454169.68,574078.04,28429.22,569121.03
5809,364459.36,433833.07,35936.55,415150.97
5810,354021.15,458342.46,53643.66,364074.77
5811,514072.16,436947.6,21707.1,369817.4
5812,435363.94,518998.42,28388.9,430016.56
5813,391980.47,540921.37,40148.08,453434.08
5814,522121.87,544848.22,44309.09,493823.62
5815,480725.77,324882.21,40719.86,319563.19
5816,490621.95,438466.15,35083.84,476563.89
5817,430157.45,323130.41,29630.99,533617.47
5818,431011.24,455273.64,31232.36,318526.26
5819,460512.11,509518.01,97846.65,512283.64
5820,377585.11,528092.08,21676.6,397029.02
5821,449131.16,427346.91,41030.4,434059.23
5822,510847.98,410809.52,73237.14,431991.11
5823,372776.57,479263.52,51888.47,492150.07
5824,481254.7,400084.14,34621.66,305884.45
5825,472668.56,567227.41,43364.94,382625.5
5826,361907.3,387331.39,40007.6,548479.02
5827,381400.26,454191.65,41903.48,430646.23
5828,395274.12,468169.33,135283.26,620181.12
5829,636325.61,424000.78,49724.88,376636.69
5830,428680.04,396348.94,40940.71,353407.25
5831,411410.11,411886.44,33168.58,432322.55
5832,504485.83,447712.11,32213.03,620501.65
5833,398803.34,424586.5,24689.33,551639.72
5834,394429.36,421884.96,44989.41,388793.3
5835,448386.86,547176.26,24655.94,679755.83
5836,391588.23,521987.2,49078.46,483868.38
5837,544525.16,497148.31,39793.57,418615.94
5838,394212.72,552108.82,45724.37,428683.5
5839,494170.6,432205.43,59883.87,337858.54
5840,499599.47,347575.21,56090.39,477005.53
5841,472208.68,422529.57,44769.8,433391.68
5842,347470.55,564273.04,45096.28,427066.31
5843,406729.4,452344.6,29609.57,484614.5
5844,419477.23,496599.68,54321.8,355405.16
5845,527344.56,461358.51,65659.71,399482.87
5846,544813.82,466131.78,39002.03,505000.82
5847,386763.7,503596.21,48626.61,415033.92
5848,450712.87,516113.81,41823.76,482644.94
5849,416571.59,388274.83,33734.53,665775.42
5850,448883.04,446372.79,42431.53,409500.12
5851,474170.95,605439.51,30010.46,310830.4
5852,476986.33,446787.44,40233.43,541129.93
5853,395811.17,475150.2,27086.24,420843.55
5854,446162.74,367428.13,56223.8,458287.05
5855,457419.42,502657.82,38337.92,405590.95
5856,596069.14,388384.16,22100.19,905404.15
5857,367328.05,310585.43,36992.18,539493.36
5858,413857.87,464772.37,34042.34,526013.34
5859,460520.72,423802.17,18270.26,285553.22
5860,427530.98,530789.83,27913.22,544857.08
5861,372901.15,576025.48,40117.97,379300.14
5862,544384.09,555396.95,44175.24,410825.63
5863,389158.94,516436.02,45735.89,412140.68
5864,514655.7,541305.12,62167.74,428351.61
5865,483865.97,490350.34,50013.5,426166.22
5866,399512.07,393412.62,34788.84,671240.67
5867,469482.76,411840.85,51851.51,438854.79
5868,510108.08,562707.25,23906.15,395666.48
5869,529872.21,665341.83,45556.38,399129.2
5870,347234.79,493313.83,34802.21,347684.42
5871,457814.59,645146.38,33324.23,404482.5
5872,381666.19,455549.34,45594.64,523489.9
5873,336920.49,465360.64,42670.53,575115.78
5874,497431.24,352060.1,38127.41,392309.45
5875,470906.15,384727.92,29575.53,632830.38
5876,352876.52,441246.04,45039,418197.09
5877,391961.49,525033.26,83711.59,387921.93
5878,478326.5,430633.84,10943.94,396870.94
5879,544923.71,414443.62,30261.16,504272.63
5880,507084.97,708878.98,55175.34,442144.01
5881,429756.84,463195.45,30729.6,458902.05
5882,358349.53,509555.47,31393.48,458495.16
5883,453465.43,537349.85,41573.22,335059.15
5884,531420.33,479044.04,20105.31,341079.81
5885,504935.13,506050.39,59080.72,431882.37
5886,369998.04,517012.9,31690.42,404762.21
5887,348773.65,436604.5,29462.32,427108.29
5888,347165.64,373407.51,31074.37,455171.46
5889,417887.67,509059.9,63733.24,348747.53
5890,441942.57,324821.21,42599.47,523119.65
5891,411747.77,586992.82,77854.09,644578.89
5892,388644.13,530284.67,47627.87,435770.1
5893,566614.65,396583.73,30696.06,483516.99
5894,455783.79,495480.56,45865.61,325718.68
5895,448362.56,514211.05,49328.46,520019.71
5896,352527.85,509227.47,64653.1,499857.42
5897,445866.48,496054.28,30499.71,626357.04
5898,420274.98,428584.84,35076.97,480486.22
5899,341103.09,436227.46,40503.4,692737.57
5900,443326.4,395412.93,33866.26,597421.93
5901,448801.36,469232.23,53870.87,428319.88
5902,456760.25,370721.55,43741.79,337459.26
5903,468789.56,426991.15,80440.36,389506.83
5904,420164.92,515645.94,76557.4,487399.32
5905,361209.32,514518.87,13354.08,547482.59
5906,461822.23,406566.05,56330.57,455694.86
5907,447127.07,530558.92,46350.6,379350.69
5908,445184.35,645956.93,49074.43,489853.77
5909,458263.31,432681.92,270013.48,382517.77
5910,452336.98,459898.68,42107.08,378817
5911,616528.61,487261.21,71152.56,583260.06
5912,455649.53,500219.88,48854.7,383008.49
5913,588497.12,460726.59,45713.63,396683.42
5914,448644.55,460896.97,28220.09,444132.63
5915,489889.14,734756.43,50508.83,359633.72
5916,378594.69,432613.17,26664.07,436899.41
5917,625752.45,616115.37,35703.21,509329.21
5918,440776.8,423545.83,59956.27,491085.69
5919,388355.9,435625.85,48858.88,495140.46
5920,431813.02,402186.42,37835.86,518148.9
5921,408270.11,568863.62,24967.73,312419.18
5922,410766,377449.62,44567.67,376962.32
5923,384309.94,466998.95,34136.22,483887.06
5924,570771.81,398581.12,28339.12,342369.5
5925,446475.42,482314.66,36675.66,381083.6
5926,366312.02,400287.38,32081.38,419451.49
5927,490578.25,471194.4,30090.49,466164.84
5928,343421.1,375639.13,63056.55,447404.48
5929,412391.14,364233.85,67600.37,501370.15
5930,445816.22,411079.73,36898.1,452836.95
5931,430249.15,451791.37,51761.3,635369.75
5932,337241.36,514060.97,31860.74,400556.4
5933,358616.83,512636.25,47430.81,442310.45
5934,539681.48,556928.49,81148.97,403228.6
5935,527621.29,486713.79,52798.28,361656.8
5936,437305.41,475947.82,23592.14,475857.34
5937,372456.56,601827.72,31510.82,421407.29
5938,369448.39,513401.34,31365.29,438043.3
5939,487949.93,358360.39,211678.51,565597.96
5940,515972.3,468680.04,54830.81,342663.05
5941,344837.06,479082.51,19679.48,379822.73
5942,515615.53,507952.33,59295.66,683675.15
5943,465209.9,494409.09,27662.72,420339.95
5944,556179.77,500512.93,34239.12,406070.7
5945,400874.24,425065.48,30934.8,407606.28
5946,336072.51,527076.64,32295.52,450233.64
5947,501717,429498.46,183474.95,375839.77
5948,483121.21,518263.61,23092.34,383342.53
5949,386299.36,370704.81,66154.91,480839.46
5950,542598.48,412872.99,52200.49,359189.95
5951,303722.49,495932.32,34957.61,680450.53
5952,534607.12,462314.69,23323.2,581494.58
5953,514646.93,388326.16,55192.89,425136.01
5954,394550.2,471624.99,90543.47,402459.88
5955,539553.06,596251.81,37658.37,504209.87
5956,494332.33,454769.9,41543.74,408817.11
5957,355975.42,594058.14,30224.34,519098.52
5958,454525.81,547619.91,36581.62,445951.86
5959,484817.5,429527.15,45511.28,524012.41
5960,523316.89,496329.3,67351.15,470046.5
5961,402608.93,444138.75,63510.53,402421.88
5962,372547.56,511976.18,24864.47,548900.5
5963,355782.98,554821.59,22778.06,558203.59
5964,453095.74,408027.7,65797.5,424971.18
5965,403408.91,378253.66,33903.64,402343.08
5966,366413.13,406131.87,48226.02,419793.42
5967,559047.21,527865.73,42589.9,416958.68
5968,546894.31,493875.12,25805.98,429215.94
5969,453782.56,346012.96,17005.22,379048.57
5970,450635.31,541818.17,48791.17,369033.49
5971,394049.93,518042.87,30907.39,650037.74
5972,394428.38,387199.92,23483.16,375260.51
5973,375257.53,527797.88,32512.84,497274.91
5974,408603.9,466531.85,49294.3,420064.23
5975,426872.35,442795.21,43233.38,589052.15
5976,352471.27,432500.84,50722,348265.15
5977,515082.78,568812.17,76564.07,509450.48
5978,367641.77,446829.92,33140.32,512601.34
5979,329122.09,498526.82,15628.35,547199.76
5980,375903.08,422613.7,16217.17,515126.25
5981,484142.14,439620.7,20049.55,434791.01
5982,384879.2,422327.43,44328.1,490402.01
5983,364919.65,574788.02,31301.09,459519.01
5984,448551.54,458375.97,70892.78,694388.85
5985,398419.58,507304,55163.12,374258.94
5986,500805.94,493065.29,62499.7,388047.39
5987,399243.41,516423.41,125674.28,358083.63
5988,441207.42,309916.21,50998.74,419500.03
5989,416033.7,370421.63,27897.8,366141.4
5990,416641.19,755689.97,173956.96,395130.54
5991,455178.79,519158.46,31065.64,367333.45
5992,389630.66,532361.42,47736.8,458283.63
5993,440633.1,407073.54,31464.45,462262.54
5994,435814.38,439410.97,89037.12,445032.56
5995,382582.61,531463.03,31312.15,438298.47
5996,525112.6,394004.85,30294.46,504023.46
5997,429153.29,513883.52,39823.43,424773.82
5998,385374.99,504724.57,30789.8,565817.04
5999,454262.7,485754.46,32953.28,514967.99
6000,488879.21,415689.72,47766.97,429492.82
6001,370243.66,451804.31,31474.68,399281.21
6002,473893.61,510537.42,63216.28,352369.91
6003,549084.63,322333.32,34728.85,358664.08
6004,507180.9,353202.52,64643.09,452968.15
6005,421464.13,471465.02,26467.87,580684.64
6006,379186.56,353389.58,63186.59,310236.47
6007,548379.03,660053.78,48593.28,388994.37
6008,471078.81,475421.89,110156.57,315022.14
6009,459631.24,471925.95,34156.56,413029.91
6010,352115.21,490147.21,86788.33,443525.78
6011,609781.99,433942.25,30238.57,295938.44
6012,412705.15,394805.63,19655.63,499012.67
6013,479879.54,450849.56,27045.78,396062
6014,435147.18,508507.14,39751.61,357925.78
6015,468636.06,586071.01,79526.18,367611.31
6016,370555.17,433961.89,58679.61,445718.21
6017,506734.54,504249.61,4739.76,422048.97
6018,480882.12,418844.71,132803.06,578309.14
6019,508412,416104.11,29724.05,485265.6
6020,485839.46,364002.45,53660.57,549285.01
6021,495571.71,581750.25,54754.23,427498.53
6022,457070.2,377244.6,72893.82,587807.01
6023,461210.88,464594.2,37901.49,632150.38
6024,350033.25,448742.21,31305.51,388108.02
6025,508147.13,480190.2,23319.92,653833.42
6026,367029.23,500579.55,29567.58,368042.6
6027,344314.32,378938.4,16427.25,314744.22
6028,491520.76,519448.06,40010.87,480100.2
6029,435474.73,440449.78,44666.19,588114.15
6030,396107.58,393372.28,20484.95,385579.74
6031,475914.19,512727.04,92185.87,388752.15
6032,369673.92,415890.83,58349,412311.08
6033,400130.09,376472.37,46586.19,447271.21
6034,462998.01,506848.95,45035.82,639114.61
6035,362015.94,445642.53,80908.22,393802.52
6036,435520.62,467087.63,36575.62,589270.22
6037,365188.84,418922.04,45009.05,461337.51
6038,412620.43,382993.02,48792.29,516978.68
6039,404582.75,396132.21,44161.78,356344.6
6040,455390.39,373210.92,24139.27,391138.98
6041,443831.64,557120.8,53851.28,456245.78
6042,371601.6,517248.89,58709.65,429998.37
6043,459306.24,460809.2,41072.76,380760.56
6044,457507.92,468060.35,50902.8,550172.91
6045,328429.29,439217.89,98059.88,381965.38
6046,346125.61,433042.12,31561.96,482576.41
6047,481576.9,370005.1,33261.13,517196.37
6048,421982.87,369014.27,42328.61,516380.04
6049,522732.12,409322.99,40266.98,372606.11
6050,401005.62,531780.5,43712.84,625826.6
6051,480926.96,437801.44,23189.64,349855.16
6052,451147.11,516463.04,23614.96,627919.38
6053,554816.88,579498.19,60209.96,409737.98
6054,385911.59,493498.7,50494.41,517363.54
6055,450057.41,434367.84,49437.77,406630.34
6056,395693.08,406513.21,66115.84,461354.79
6057,535056.03,417190.96,31245.47,532319.06
6058,471009.71,432181.37,117864.92,618853.81
6059,415199.31,626139.87,55415.87,462667.18
6060,427346.1,498614.69,66421.7,398497.73
6061,496993.32,472906.92,48154.01,458874.9
6062,509607.76,478298.18,31991.25,254323.08
6063,461713.22,494686.79,67048.44,586035.58
6064,478825.76,343156.1,43811.42,430220.4
6065,302368.65,585414.09,18996.84,623809.59
6066,430921.8,397418.95,35783.95,454804.27
6067,488803,393789.47,20315.48,470541.24
6068,454338.23,456646.26,28766.56,618720.04
6069,522093.24,629003.7,32925.5,317667.75
6070,623008.37,427631.54,45862.61,418568.52
6071,406531.09,445463.32,41042.8,358774.76
6072,437497.52,487625.46,90753.01,344090.53
6073,439658.24,534058.07,27493.8,336280.59
6074,390465.31,429759.49,41411.32,539596.86
6075,329822.62,320586.17,22851.88,478384.94
6076,495441.4,442048.58,41082.83,658394.28
6077,482961.37,525163.74,31420.93,349103.27
6078,449021.16,406043.37,32495.61,416360.99
6079,362084.59,418727.53,11994.66,479309
6080,513856.15,457621.31,39476.86,569370.29
6081,484134.05,387941.31,20218.44,535291.42
6082,352628.47,498819.69,15381.3,388062.27
6083,617181.65,379919.36,32828.14,360513.56
6084,379580.17,474331.95,39354.37,351355.63
6085,415212.76,433818.41,33167.56,349451.43
6086,475777.8,449099.76,30153.82,439795.58
6087,453042.47,437445.97,35885.1,389239.17
6088,416841.66,390811.56,128927.81,558692.23
6089,465738.35,402094.58,43553.87,397825.43
6090,403042.88,444106.58,39177.11,440807.68
6091,430867.22,406993.57,17635.46,317214.89
6092,440066.85,503604.47,60460.85,371926.57
6093,433366.59,384159.09,33258.79,373184.6
6094,414250.48,428055.75,39301.01,447874.12
6095,317954.66,510385.69,33043.39,415590.77
6096,369428.71,648964.44,22700.87,514304.57
6097,491792.39,445358.92,44403.28,420849.53
6098,369366.06,435847.45,25970.87,524097.47
6099,517061.45,420667.79,45626.32,361508.89
6100,455789.61,395297.01,16396.74,551988.93
6101,381245.64,369799.27,45067.98,436535.21
6102,375274.47,390934.69,23659.24,477191.97
6103,344155.72,515783.15,51172.68,421896.69
6104,337282.23,473211.4,106881,398362.26
6105,574811.59,534656.48,38470.71,398249.2
6106,432247.39,396839.67,36461.16,529986.09
6107,392185.13,386069.05,122713.1,352538.08
6108,426606.36,442445.83,59522.92,435318.02
6109,524109.08,409261.45,46471.29,617025.52
6110,368143.62,516569.69,36208.77,405020.61
6111,345111.6,400110.48,22590.59,507518.66
6112,362388.42,457804.95,33594.04,556806.86
6113,360644.96,456343.39,42987.23,370929.94
6114,449896.09,424123.45,58837.23,501136.81
6115,415940.71,423052.37,48149.32,427155.05
6116,366712.19,480697.79,44992.25,475770.32
6117,478994.45,564146.34,74109.66,350177.89
6118,419514.45,470869.2,111180.37,407590.96
6119,502067.43,450718.87,23657.94,363580.39
6120,411261.36,439337.69,45871.5,447462.16
6121,477538.04,372514.77,34804.69,356840.22
6122,407791.89,411739.5,46540.53,432802.11
6123,377334.18,379041.04,19131,451733.91
6124,516006.09,410691.58,33137.71,421655.02
6125,417341.67,408359.52,23820.24,414120.38
6126,482593.67,444936.04,28705.64,386262.12
6127,296461.65,346552.79,28187.05,530367.72
6128,397073.3,595782.82,48801.66,360672.12
6129,369790.72,351194.99,22442.65,417108.56
6130,452049.92,434454.76,20041.38,370572.59
6131,391523.31,349675.9,54069.78,548620.82
6132,357031.12,364973.1,32888.48,676562.77
6133,413687.48,407292.09,30075,498296.52
6134,438864.03,409911.71,43982.85,290529.15
6135,419514.53,596023.21,44254.58,422899.39
6136,451816.57,497602.17,40869.41,445023.33
6137,387880.84,531250.91,22854.59,644945.62
6138,554232.15,473283.72,39988.44,359749.12
6139,327423.77,439865.1,108232.05,472081.51
6140,413319.57,456186.25,68264.55,459455.73
6141,427127.6,506205.5,53773.88,371187.39
6142,495182.96,403788.52,42033.28,495715.17
6143,417310.95,428199.5,55105.76,420954.53
6144,529405.65,418062.76,12085.94,720124.61
6145,379581.17,428473.74,140604.6,446487.82
6146,379814.61,705605.72,63426.05,482168.21
6147,355881.8,413384.87,59762.14,377804.69
6148,490276.61,442429.98,76099.75,548259.41
6149,500539.02,443491.97,29281.8,428690.74
6150,340414.07,519972.71,12489.19,441951.46
6151,430868.73,467244.71,33254.8,306863.98
6152,365203.72,430657.86,58223.04,483112.1
6153,378337.02,508454.51,87688.42,437956.98
6154,612734.96,491146.14,14362.75,429615.78
6155,461357.2,511297.09,22599.43,344158.46
6156,482943.62,497218.02,26323.81,463425.25
6157,412159.67,423322.64,16915.4,620432.12
6158,394473.52,490082.74,37788.16,389544.94
6159,503867.64,405983.73,41355.87,446347.44
6160,418415.03,539087.35,37647.17,339098.03
6161,647086.79,470146.51,105556.88,404771.95
6162,401194.49,476246.49,98967.01,326026.11
6163,362102.61,430446.48,39098.22,507872.68
6164,388868.6,440858.11,19217.42,333180.1
6165,431499.92,444453.71,51173.37,416290.15
6166,390299.96,483372.43,52120.43,490097.11
6167,392244.41,492869.39,29443.75,474994.47
6168,382800.28,444119.53,165972.65,361054.38
6169,395478.81,511494.83,42092.72,657036.44
6170,449230.47,467929.59,30175.9,551132.43
6171,430921.97,516035.27,77431.66,469961.2
6172,425909.12,461041.41,58663.98,527183.77
6173,424469.04,423738.14,45761.34,601265.14
6174,398109.94,389539.59,46349.5,344624.43
6175,427415.82,482492.63,46136.48,344568.4
6176,410035.18,476938.92,56754.15,424112.77
6177,496003.14,426178.66,29685,449853.48
6178,325435.3,611308.3,58482.25,340082.13
6179,357571.62,525796.9,47977.96,297845.57
6180,407079.43,669565.56,45283.59,582803.53
6181,435657.24,398615.89,21626.82,479930.46
6182,398411.12,434731.24,51081.11,392868.18
6183,354248.06,425802.1,56698.13,497411.46
6184,462615.98,441457.82,40590.27,418375.5
6185,594167.45,487164.68,32317.04,374032.44
6186,381423.07,413944.95,52341.18,604118.05
6187,455501.94,525284.87,32402.28,498294.48
6188,352100.54,442265.72,30286.98,571983.1
6189,502009.64,548180.91,39807.36,389237.61
6190,410070.63,426619.29,45790.86,431701.99
6191,465828.19,509555.39,40686.02,327213.71
6192,368963.56,408965.65,21531.61,399206.77
6193,560828.68,433731.33,19668.74,384253.58
6194,504980.84,405395.79,48070.13,485381.43
6195,477812.33,375867.72,67558.47,469891.66
6196,339362.04,395403,41598.59,357274.46
6197,441305.86,379997.96,29579.58,419881.51
6198,330220.77,453357.12,53872.16,420046.38
6199,490683.27,484368.8,55209.58,419577.36
6200,502716.56,487875.99,74275.2,482010.07
6201,459554.91,497160.53,44451.92,436485.05
6202,362206.25,543676.86,67391.46,261742.6
6203,469987.75,446761.5,35353.96,390262.72
6204,406283.21,548823.22,32077.71,466949.05
6205,365984.88,412590.68,59848.08,404880.79
6206,332045.92,435041.85,20824.15,456780.64
6207,426808.4,424383.5,21110.61,465937.58
6208,491987.1,464999.11,35083.66,454676.32
6209,343686.59,443978.73,32603.49,426010.1
6210,356803.79,379034.62,27016.73,466729.96
6211,479404.04,454363.24,68491.16,381929.75
6212,457697.96,575998.63,20606.13,407526.88
6213,508907.87,538274.07,45737.78,423701.3
6214,500913.73,412374.07,45883.01,910209.17
6215,503915.89,468902.35,28967.98,488938.86
6216,492982.15,524508.89,15262.66,395518.28
6217,325202.51,433578.32,36780.54,385760.59
6218,384275.99,630246.73,41043.34,431434.99
6219,428097.14,493414.15,39257.58,562548.73
6220,441830.51,442301.13,28351.02,428330.56
6221,618100.06,420846.82,58636.18,496208.71
6222,533833.48,382335.8,33448.17,508470.16
6223,515203.06,368008.92,33875.73,474805.35
6224,421759.24,503521.01,58189.97,444256.81
6225,467912.27,438926.87,84215.18,390644.52
6226,532275.45,343647.99,23465.38,424484.92
6227,456164.28,397124.18,19439.61,430051.68
6228,428830.52,447061,38959.01,322741.45
6229,487689.92,375933.02,19852.13,460610.56
6230,352017.16,574299.97,33985.39,523430.29
6231,483069.89,400970.48,62025.9,455257.13
6232,579488.04,425006.5,60318.5,389696.42
6233,438700.97,339603.5,22694.64,559353.64
6234,486577.54,474527.29,57230.76,456278.23
6235,441506.83,394451.14,74672.45,472321.08
6236,525474.07,521201.54,54507.89,412389.42
6237,446111.88,433912.95,39753.93,390527.52
6238,328382.53,471321.26,44528.77,602694.26
6239,430172.5,510422.2,30109.51,385941.21
6240,481330.65,405200.68,50824.93,422113.7
6241,416077.34,467611.99,56605.36,461673.78
6242,495560.32,476264.45,38490.62,383934.66
6243,415129.92,370718.72,47230.37,574966.35
6244,383509.25,415223.83,38869.69,634320.76
6245,477537.44,410318.77,41041.83,459956.64
6246,559994.53,393453,28814.76,421868.31
6247,361059.85,594403.02,37652.59,278668.41
6248,477951.44,482374.41,52323.24,411648.15
6249,445887.93,384047.05,39683.85,333889.97
6250,356937.92,427884.01,15739.75,462746.17
6251,414235.4,482306.38,50609.1,345582.37
6252,401582.17,386766.3,49119.64,523234.81
6253,581841.71,364241.08,45753.95,431206.29
6254,535224.6,466479.87,33240.21,549193.14
6255,321040.91,441470.81,56565.35,444297.6
6256,381874.7,431021.89,56915.6,335232.12
6257,572983.74,523523.3,37682.21,596723.37
6258,482775.84,471969.77,15616,473751.72
6259,471067.05,586144.2,69042.66,555584.69
6260,376051.65,499487.15,33188.47,416159.76
6261,367357.28,453856.4,28280.78,326296.84
6262,402832.34,389626.89,21238.35,448430.51
6263,371846.12,617209.02,18656.58,401530.66
6264,338947.33,447962.4,49074.25,344375.13
6265,413218.39,477574.86,28233.15,512475.61
6266,419095.95,410855.59,22782.94,389204.58
6267,474041.1,398968.58,30247.88,439936.2
6268,559654.77,556860.51,57443.28,664512.37
6269,442923.47,501218.8,148487.16,507781.47
6270,458282.5,585045.9,52473.41,473731.75
6271,519792.14,421093.35,51606.02,509721.33
6272,390384.99,389013.36,35693.96,483861.4
6273,617391.11,404533.48,30770.65,486430.73
6274,422501.13,425143.75,193169.1,358635.19
6275,370025.15,356973.95,44113.5,822188.08
6276,549090.89,427504.51,80164.78,467883.93
6277,431607.74,454447.01,40956.48,347492.56
6278,418496.39,354382.08,43093.1,514151.81
6279,393745.65,477320.1,25357.33,492524.25
6280,329530.97,568317.87,50649.12,389488.79
6281,552900.08,464631.25,42204.26,382834.18
6282,490038.35,448429.76,50269.92,560672.85
6283,463907.95,387670.2,36887.99,429390.23
6284,351159.93,403127.25,44717.33,406748.94
6285,389938.54,484055.45,49148.77,520298.27
6286,483914.55,439591.62,95853.08,354023.21
6287,389896.92,315854.12,31576.43,469592
6288,455832.57,485674.21,60482.65,348569.61
6289,463005.24,673450.72,63028.2,395060.92
6290,420653.61,377185.65,53984.57,582459.65
6291,465284.94,562956.62,20059.07,437745.26
6292,432001.51,585579.95,20910.71,487742.82
6293,431379.38,497330.35,26611.98,342013.09
6294,436124.26,541915.09,80678.81,469948.99
6295,418288.59,479468.64,17163.98,429995.02
6296,322891.48,505636.9,26717.22,491670.53
6297,446009.08,399815.96,47781.09,408842.99
6298,416371.62,349482.08,38997.99,446201.1
6299,487599.95,621558.27,24874.54,477593.65
6300,423065.62,391726.02,28003.81,436579.92
6301,619147.61,451962.78,28390.47,461360.63
6302,450353.63,526387.76,55953.94,320524.61
6303,345842.49,430218.3,29127,635661.66
6304,434330.17,384992.28,45559.04,424523.55
6305,392092.55,408144.25,76824.31,444038.33
6306,395460.75,467288.37,58952.4,404804.34
6307,524190.89,575614.67,48321.17,397546.45
6308,400258.75,504660.98,42058.29,632429.42
6309,444680.27,493576.42,38302.7,367033.75
6310,402861.28,377970.34,45225.11,419084.49
6311,356272.43,595847.55,27936.91,424766.45
6312,442411.98,604344.16,44564.72,362380.48
6313,438937.5,372766.4,42234.59,341999.29
6314,328470.85,590277.79,34336.88,405607.63
6315,378787.82,346866,98139.98,420774.61
6316,429931.88,521117.52,46317.76,436861.79
6317,459225.01,429700.5,37260.42,396645.25
6318,571121.22,399967.32,30381.18,368957.99
6319,528270.43,413919.93,39598.83,473874.23
6320,441570.97,471387.89,77452.49,390264.98
6321,586745.88,369428.46,42053.6,391863.7
6322,330291.32,353810.24,28675.51,526437.91
6323,386456.58,453576.29,41717.62,457872.72
6324,476969.77,412975.52,36913.78,425621.03
6325,351926.87,345937.19,56824.12,475424.91
6326,487872.55,494801.47,36534.09,431332.37
6327,448164.91,506033.62,39557.97,420651.67
6328,457195.78,462020.53,29072.82,434301.42
6329,591236.27,420482.95,29217.26,384342.98
6330,589317.77,476015.3,52297.25,448618.3
6331,366983.81,440208.08,41165.7,525866.47
6332,417858.65,363765.72,31096.86,376353.85
6333,542723.42,473855.34,15727.05,473426.85
6334,377008.25,544906.04,43414.28,321702.44
6335,504251.63,411039.04,23126.06,300391.52
6336,466033.26,476202.29,28966.31,414425.92
6337,474508.99,542744.16,110144.95,526229.41
6338,645108.57,487748.73,28675.27,342218.44
6339,406805.28,370381.05,26600.99,418091.7
6340,350354.15,450654.53,50933.62,587863.12
6341,377832.22,384460.98,57635.04,547364.74
6342,451844.06,455792.53,179425,459863.68
6343,448891.37,485788.77,26912.76,446621.79
6344,435940.25,464723.39,49820.65,357738.86
6345,455487.22,471976.57,23085.85,453959.94
6346,354773.53,559538.08,61788.33,491274.03
6347,348031.78,490571.38,35264.26,510278.8
6348,453243.65,512645.31,23928.26,548318.63
6349,459986.88,540221.66,51110.92,515532.17
6350,447106.41,580985.37,43871.87,368219.48
6351,437214.78,406502.81,62689.9,435392.92
6352,451654.95,385915.78,39443.71,441149.13
6353,455716.93,256490.17,29378.25,571653.46
6354,444608.47,520177.05,66001.87,479461.85
6355,611585.61,480992.68,55158.78,605327.87
6356,409786.61,527986.7,43103.52,361321.33
6357,372461.63,448321.87,12048.03,395981.48
6358,418169.9,387890.99,36329.87,421124.61
6359,435248.84,441902.22,69549.63,659477.34
6360,369946.03,458391.42,32028.39,495620.89
6361,444768.79,525798.66,35316.81,388920.87
6362,332581.72,538118.7,32301.73,427516.75
6363,376318.33,543993.38,34000.69,411394.99
6364,444426.04,442939.32,21279.66,421136.96
6365,397772.74,404687.09,53516.35,329357.13
6366,423042.45,619371.04,67844.22,458225.7
6367,507598.36,390700.48,46602.72,597625.58
6368,486240.41,386136.61,32528.18,410700.71
6369,477509.59,499581.31,49988.33,450286.82
6370,433934.78,515438.01,20987.9,351476.83
6371,532041.12,514375.1,28263.75,485808.91
6372,425531.27,466712.11,41520.15,430042.97
6373,330660.12,397135.95,23411.2,400419.76
6374,392719.27,442978.89,25159.68,380232.17
6375,404253.24,442578.09,22239.24,345578.9
6376,423983.93,380363.43,54151.82,514167.9
6377,592299.18,451980.42,30541.79,511185.06
6378,342807.95,552366.63,56340.82,373237.42
6379,373484.55,558688.77,21585.38,334153.72
6380,372054.81,333328.47,40190.29,347873.14
6381,418291.15,432557.65,43331.95,389443.64
6382,410556.96,529778.56,33705.58,417795.09
6383,472565.15,331256.22,25457.64,283482.82
6384,416278.67,481952.37,48001.77,565485.18
6385,351731.41,510034.07,61137.61,403453.98
6386,370405.3,449985.43,28505.6,433994.29
6387,405555.53,432333.16,33790.76,402048.79
6388,408423.34,460136.69,19554.96,385060.86
6389,471188.99,471415.54,20549.13,429349.73
6390,602114.75,598063.08,49630.47,355488.05
6391,504531.49,512597.33,43776.96,585420.67
6392,554059.03,435195.92,33282.79,363895.71
6393,446232.75,493466.74,59842.38,384972.61
6394,465753.81,328891.01,35552.18,402022.06
6395,475679.82,659768.53,58004.4,409615.92
6396,433663.61,362133.52,54024.01,547997.12
6397,467648.41,404531.56,37497.36,457027.98
6398,471338.79,486214.18,47804.27,333631.13
6399,503618.66,440054.56,59256.42,452719.65
6400,359675.2,495456.07,43896.4,302503.83
6401,419816.05,307436.35,33513.74,537080.86
6402,416158.73,606520.73,32743.25,456231.57
6403,468105.4,454533.61,35870.28,496037.37
6404,496900.47,543364.07,47910.92,444113.77
6405,486932.32,406447.14,25485.23,512972.19
6406,413780.08,500733.28,43141.08,439606.35
6407,384615.75,426740.72,49482.65,379540.34
6408,398119.49,446345,24374.69,424331.46
6409,342572.93,442177.01,46193.82,283973.21
6410,441157.05,408977.76,129228.93,470623.04
